tail_num,mfr_name,model,model_2,year,cert_year,eng_mfr_name,eng_model,carrier
N805UA,AIRBUS,A319-131,A319,1998.0,2013.0,IAE,V2522-A5,UA
N71411,BOEING,737-924,737-900,2002.0,2002.0,CFM INTL,CFM56-7B,UA
N27477,BOEING,737-924ER,737-900ER,2013.0,2013.0,CFM INTL,CFM56-7B,UA
N588UA,BOEING,757-222,757-200,1993.0,2013.0,P & W,PW2040,UA
N837UA,AIRBUS,A319-131,A319,2001.0,2013.0,IAE,V2522-A5,UA
N14121,BOEING,757-224,757-200,1997.0,2012.0,ROLLS-ROYC,RB211-535E4B,UA
N37465,BOEING,737-924ER,737-900ER,2013.0,2013.0,CFM INTL,CFM56-7B,UA
N849UA,AIRBUS,A319-131,A319,2002.0,2013.0,IAE,V2522-A5,UA
N75433,BOEING,737-924ER,737-900ER,2009.0,2009.0,CFM INTL,CFM56-7B,UA
N58101,BOEING,757-224,757-200,1994.0,2013.0,ROLLS-ROYC,RB211-535E4B,UA
N496UA,AIRBUS,A320-232,A320,2002.0,2013.0,IAE,V2527-A5,UA
N73256,BOEING,737-824,737-800,2000.0,2000.0,CFM INTL,CFM56-7B,UA
N68811,BOEING,737-924ER,737-900ER,2014.0,2014.0,CFM INTL,CFM56-7B,UA
N446UA,AIRBUS,A320-232,A320,1998.0,2013.0,IAE,V2527-A5,UA
N69804,BOEING,737-924ER,737-900ER,2013.0,2013.0,CFM INTL,CFM56-7B,UA
N68452,BOEING,737-924ER,737-900ER,2012.0,2012.0,CFM INTL,CFM56-7B,UA
N453UA,AIRBUS,A320-232,A320,1999.0,2013.0,IAE,V2527-A5,UA
N12114,BOEING,757-224,757-200,1995.0,2013.0,ROLLS-ROYC,RB211-535E4B,UA
N39418,BOEING,737-924ER,737-900ER,2008.0,2008.0,CFM INTL,CFM56-7B,UA
N804UA,AIRBUS,A319-131,A319,1997.0,2013.0,IAE,V2522-A5,UA
N821UA,AIRBUS,A319-131,A319,1998.0,2013.0,IAE,V2522-A5,UA
N855UA,AIRBUS,A319-131,A319,2002.0,2002.0,IAE,V2522-A5,UA
N445UA,AIRBUS,A320-232,A320,1998.0,2013.0,IAE,V2527-A5,UA
N37290,BOEING,737-824,737-800,2004.0,2007.0,CFM INTL,CFM56-7B,UA
N647UA,BOEING,767-322ER,767-300ER,1992.0,2015.0,P & W,PW4060,UA
N809UA,AIRBUS,A319-131,A319,1998.0,2013.0,IAE,V2522-A5,UA
N77520,BOEING,737-824,737-800,2010.0,2010.0,CFM INTL,CFM56-7B,UA
N76269,BOEING,737-824,737-800,2001.0,2001.0,CFM INTL,CFM56-7B,UA
N36272,BOEING,737-824,737-800,2001.0,2001.0,CFM INTL,CFM56-7B,UA
N828UA,AIRBUS,A319-131,A319,1999.0,2013.0,IAE,V2522-A5,UA
N68805,BOEING,737-924ER,737-900ER,2013.0,2013.0,CFM INTL,CFM56-7B,UA
N34460,BOEING,737-924ER,737-900ER,2012.0,2012.0,CFM INTL,CFM56-7B,UA
N69813,BOEING,737-924ER,737-900ER,2014.0,2014.0,CFM INTL,CFM56-7B,UA
N38473,BOEING,737-924ER,737-900ER,2013.0,2013.0,CFM INTL,CFM56-7B,UA
N78285,BOEING,737-824,737-800,2004.0,2004.0,CFM INTL,CFM56-7B,UA
N832UA,AIRBUS,A319-131,A319,2000.0,2013.0,IAE,V2522-A5,UA
N443UA,AIRBUS,A320-232,A320,1998.0,2013.0,IAE,V2527-A5,UA
N518UA,BOEING,757-222,757-200,1990.0,2017.0,P & W,PW2040,UA
N807UA,AIRBUS,A319-131,A319,1998.0,2013.0,IAE,V2522-A5,UA
N69839,BOEING,737-924ER,737-900ER,2014.0,2014.0,CFM INTL,CFM56-7B,UA
N79402,BOEING,737-924,737-900,2001.0,2001.0,CFM INTL,CFM56-7B,UA
N33266,BOEING,737-824,737-800,2001.0,2001.0,CFM INTL,CFM56-7B,UA
N17752,BOEING,737-71Q,737-700,1999.0,2015.0,CFM INTL,CFM56-7B,UA
N61887,BOEING,737-924ER,737-900ER,2015.0,2015.0,CFM INTL,CFM56-7B,UA
N481UA,AIRBUS,A320-232,A320,2001.0,2002.0,IAE,V2527-A5,UA
N841UA,AIRBUS,A319-131,A319,2001.0,2013.0,IAE,V2522-A5,UA
N57870,BOEING,757-33N,757-300,2003.0,2003.0,ROLLS-ROYC,RB211-535E4C,UA
N78438,BOEING,737-924ER,737-900ER,2009.0,2009.0,CFM INTL,CFM56-7B,UA
N840UA,AIRBUS,A319-131,A319,2001.0,2013.0,IAE,V2522-A5,UA
N38424,BOEING,737-924ER,737-900ER,2008.0,2008.0,CFM INTL,CFM56-7B,UA
N68822,BOEING,737-924ER,737-900ER,2014.0,2014.0,CFM INTL,CFM56-7B,UA
N14242,BOEING,737-824,737-800,1999.0,1999.0,CFM INTL,CFM56-7B,UA
N502UA,BOEING,757-222,757-200,1989.0,2017.0,P & W,PW2040,UA
N425UA,AIRBUS,A320-232,A320,1995.0,2004.0,IAE,V2527-A5,UA
N69835,BOEING,737-924ER,737-900ER,2014.0,2014.0,CFM INTL,CFM56-7B,UA
N68817,BOEING,737-924ER,737-900ER,2014.0,2014.0,CFM INTL,CFM56-7B,UA
N38443,BOEING,737-924ER,737-900ER,2010.0,2010.0,CFM INTL,CFM56-7B,UA
N34282,BOEING,737-824,737-800,2004.0,2004.0,CFM INTL,CFM56-7B,UA
N11206,BOEING,737-824,737-800,2000.0,2000.0,CFM INTL,CFM56-7B,UA
N12238,BOEING,737-824,737-800,1999.0,1999.0,CFM INTL,CFM56-7B,UA
N39728,BOEING,737-724,737-700,1999.0,1999.0,CFM INTL,CFM56-7B,UA
N38454,BOEING,737-924ER,737-900ER,2012.0,2012.0,CFM INTL,CFM56-7B,UA
N460UA,AIRBUS,A320-232,A320,2000.0,2013.0,IAE,V2527-A5,UA
N448UA,AIRBUS,A320-232,A320,1998.0,2013.0,IAE,V2527-A5,UA
N815UA,AIRBUS,A319-131,A319,1998.0,2013.0,IAE,V2522-A5,UA
N79521,BOEING,737-824,737-800,2010.0,2010.0,CFM INTL,CFM56-7B,UA
N442UA,AIRBUS,A320-232,A320,1998.0,2013.0,IAE,V2527-A5,UA
N23708,BOEING,737-724,737-700,1998.0,2018.0,CFM INTL,CFM56-7B,UA
N87507,BOEING,737-824,737-800,2008.0,2008.0,CFM INTL,CFM56-7B,UA
N16732,BOEING,737-724,737-700,1999.0,1999.0,CFM INTL,CFM56-7B,UA
N818UA,AIRBUS,A319-131,A319,1998.0,2013.0,IAE,V2522-A5,UA
N427UA,AIRBUS,A320-232,A320,1995.0,2004.0,IAE,V2527-A5,UA
N17245,BOEING,737-824,737-800,1999.0,1999.0,CFM INTL,CFM56-7B,UA
N845UA,AIRBUS,A319-131,A319,2001.0,2013.0,IAE,V2522-A5,UA
N34455,BOEING,737-924ER,737-900ER,2012.0,2012.0,CFM INTL,CFM56-7B,UA
N802UA,AIRBUS,A319-131,A319,1997.0,2013.0,IAE,V2522-A5,UA
N827UA,AIRBUS,A319-131,A319,1999.0,2013.0,IAE,V2522-A5,UA
N17139,BOEING,757-224,757-200,2000.0,2000.0,ROLLS-ROYC,RB211-535E4B,UA
N418UA,AIRBUS,A320-232,A320,1994.0,2018.0,IAE,V2527-A5,UA
N75410,BOEING,737-924,737-900,2001.0,2001.0,CFM INTL,CFM56-7B,UA
N13113,BOEING,757-224,757-200,1995.0,2015.0,ROLLS-ROYC,RB211-535E4B,UA
N801UA,AIRBUS,A319-131,A319,1997.0,2013.0,IAE,V2522-A5,UA
N493UA,AIRBUS,A320-232,A320,2002.0,2013.0,IAE,V2527-A5,UA
N505UA,BOEING,757-222,757-200,1989.0,2013.0,P & W,PW2040,UA
N65832,BOEING,737-924ER,737-900ER,2014.0,2014.0,CFM INTL,CFM56-7B,UA
N420UA,AIRBUS,A320-232,A320,1994.0,2004.0,IAE,V2527-A5,UA
N69819,BOEING,737-924ER,737-900ER,2014.0,2014.0,CFM INTL,CFM56-7B,UA
N32404,BOEING,737-924,737-900,2001.0,2001.0,CFM INTL,CFM56-7B,UA
N77258,BOEING,737-824,737-800,2000.0,2000.0,CFM INTL,CFM56-7B,UA
N23707,BOEING,737-724,737-700,1998.0,2018.0,CFM INTL,CFM56-7B,UA
N494UA,AIRBUS,A320-232,A320,2002.0,2013.0,IAE,V2527-A5,UA
N73259,BOEING,737-824,737-800,2001.0,2001.0,CFM INTL,CFM56-7B,UA
N36476,BOEING,737-924ER,737-900ER,2013.0,2013.0,CFM INTL,CFM56-7B,UA
N29961,BOEING,787-9,787-9,2015.0,2015.0,GE,GENX-1B74/75/,UA
N812UA,AIRBUS,A319-131,A319,1998.0,2013.0,IAE,V2522-A5,UA
N35236,BOEING,737-824,737-800,1999.0,1999.0,CFM INTL,CFM56-7B,UA
N480UA,AIRBUS,A320-232,A320,2001.0,2013.0,IAE,V2527-A5,UA
N12221,BOEING,737-824,737-800,1998.0,1998.0,CFM INTL,CFM56-7B,UA
N66825,BOEING,737-924ER,737-900ER,2014.0,2014.0,CFM INTL,CFM56-7B,UA
N38458,BOEING,737-924ER,737-900ER,2012.0,2012.0,CFM INTL,CFM56-7B,UA
N73270,BOEING,737-824,737-800,2001.0,2001.0,CFM INTL,CFM56-7B,UA
N482UA,AIRBUS,A320-232,A320,2001.0,2002.0,IAE,V2527-A5,UA
N14118,BOEING,757-224,757-200,1997.0,2012.0,ROLLS-ROYC,RB211-535E4B,UA
N37252,BOEING,737-824,737-800,2000.0,2000.0,CFM INTL,CFM56-7B,UA
N439UA,AIRBUS,A320-232,A320,1997.0,2013.0,IAE,V2527-A5,UA
N37267,BOEING,737-824,737-800,2001.0,2001.0,CFM INTL,CFM56-7B,UA
N33286,BOEING,737-824,737-800,2004.0,2018.0,CFM INTL,CFM56-7B,UA
N27733,BOEING,737-724,737-700,1999.0,1999.0,CFM INTL,CFM56-7B,UA
N27239,BOEING,737-824,737-800,1999.0,1999.0,CFM INTL,CFM56-7B,UA
N37474,BOEING,737-924ER,737-900ER,2013.0,2013.0,CFM INTL,CFM56-7B,UA
N37471,BOEING,737-924ER,737-900ER,2013.0,2013.0,CFM INTL,CFM56-7B,UA
N39423,BOEING,737-924ER,737-900ER,2008.0,2008.0,CFM INTL,CFM56-7B,UA
N33103,BOEING,757-224,757-200,1994.0,1994.0,ROLLS-ROYC,RB211-535E4B,UA
N17244,BOEING,737-824,737-800,1999.0,1999.0,CFM INTL,CFM56-7B,UA
N26232,BOEING,737-824,737-800,1999.0,1999.0,CFM INTL,CFM56-7B,UA
N68453,BOEING,737-924ER,737-900ER,2012.0,2012.0,CFM INTL,CFM56-7B,UA
N68801,BOEING,737-924ER,737-900ER,2013.0,2013.0,CFM INTL,CFM56-7B,UA
N33262,BOEING,737-824,737-800,2001.0,2001.0,CFM INTL,CFM56-7B,UA
N421UA,AIRBUS,A320-232,A320,1994.0,2004.0,IAE,V2527-A5,UA
N14231,BOEING,737-824,737-800,1999.0,1999.0,CFM INTL,CFM56-7B,UA
N38727,BOEING,737-724,737-700,1999.0,1999.0,CFM INTL,CFM56-7B,UA
N75854,BOEING,757-324,757-300,2002.0,2002.0,ROLLS-ROYC,RB211-535E4C,UA
N26906,BOEING,787-8,787-8,2012.0,2012.0,GE,GENX-1B70,UA
N77530,BOEING,737-824,737-800,2011.0,2011.0,CFM INTL,CFM56-7B,UA
N438UA,AIRBUS,A320-232,A320,1997.0,2013.0,IAE,V2527-A5,UA
N407UA,AIRBUS,A320-232,A320,1994.0,2017.0,IAE,V2527-A5,UA
N37263,BOEING,737-824,737-800,2001.0,2001.0,CFM INTL,CFM56-7B,UA
N75853,BOEING,757-324,757-300,2002.0,2002.0,ROLLS-ROYC,RB211-535E4C,UA
N37408,BOEING,737-924,737-900,2001.0,2001.0,CFM INTL,CFM56-7B,UA
N36472,BOEING,737-924ER,737-900ER,2013.0,2013.0,CFM INTL,CFM56-7B,UA
N489UA,AIRBUS,A320-232,A320,2002.0,2002.0,IAE,V2527-A5,UA
N75436,BOEING,737-924ER,737-900ER,2009.0,2009.0,CFM INTL,CFM56-7B,UA
N472UA,AIRBUS,A320-232,A320,2001.0,2013.0,IAE,V2527-A5,UA
N822UA,AIRBUS,A319-131,A319,1998.0,2013.0,IAE,V2522-A5,UA
N36247,BOEING,737-824,737-800,1999.0,1999.0,CFM INTL,CFM56-7B,UA
N53442,BOEING,737-924ER,737-900ER,2009.0,2009.0,CFM INTL,CFM56-7B,UA
N476UA,AIRBUS,A320-232,A320,2001.0,2013.0,IAE,V2527-A5,UA
N512UA,BOEING,757-222,757-200,1990.0,2016.0,P & W,PW2040,UA
N31412,BOEING,737-924,737-900,2002.0,2002.0,CFM INTL,CFM56-7B,UA
N27958,BOEING,787-9,787-9,2015.0,2015.0,GE,GENX-1B74/75/,UA
N57868,BOEING,757-33N,757-300,2002.0,2002.0,ROLLS-ROYC,RB211-535E4C,UA
N26210,BOEING,737-824,737-800,1998.0,2017.0,CFM INTL,CFM56-7B,UA
N76528,BOEING,737-824,737-800,2010.0,2011.0,CFM INTL,CFM56-7B,UA
N41140,BOEING,757-224,757-200,2000.0,2000.0,ROLLS-ROYC,RB211-535E4B,UA
N56859,BOEING,757-324,757-300,2004.0,2004.0,ROLLS-ROYC,RB211-535E4C,UA
N17133,BOEING,757-224,757-200,1998.0,1998.0,ROLLS-ROYC,RB211-535E4B,UA
N474UA,AIRBUS,A320-232,A320,2001.0,2013.0,IAE,V2527-A5,UA
N57862,BOEING,757-33N,757-300,2001.0,2001.0,ROLLS-ROYC,RB211-535E4C,UA
N77867,BOEING,757-33N,757-300,2002.0,2002.0,ROLLS-ROYC,RB211-535E4C,UA
N834UA,AIRBUS,A319-131,A319,2001.0,2013.0,IAE,V2522-A5,UA
N825UA,AIRBUS,A319-131,A319,1999.0,2013.0,IAE,V2522-A5,UA
N69888,BOEING,737-924ER,737-900ER,2015.0,2015.0,CFM INTL,CFM56-7B,UA
N57863,BOEING,757-33N,757-300,2001.0,2001.0,ROLLS-ROYC,RB211-535E4C,UA
N848UA,AIRBUS,A319-131,A319,2002.0,2013.0,IAE,V2522-A5,UA
N75858,BOEING,757-324,757-300,2004.0,2004.0,ROLLS-ROYC,RB211-535E4C,UA
N62892,BOEING,737-924ER,737-900ER,2015.0,2015.0,CFM INTL,CFM56-7B,UA
N78509,BOEING,737-824,737-800,2008.0,2008.0,CFM INTL,CFM56-7B,UA
N458UA,AIRBUS,A320-232,A320,2000.0,2013.0,IAE,V2527-A5,UA
N77510,BOEING,737-824,737-800,2008.0,2008.0,CFM INTL,CFM56-7B,UA
N68802,BOEING,737-924ER,737-900ER,2013.0,2013.0,CFM INTL,CFM56-7B,UA
N36280,BOEING,737-824,737-800,2003.0,2003.0,CFM INTL,CFM56-7B,UA
N597UA,BOEING,757-222,757-200,1998.0,2013.0,P & W,PW2040,UA
N69840,BOEING,737-924ER,737-900ER,2015.0,2015.0,CFM INTL,CFM56-7B,UA
N37464,BOEING,737-924ER,737-900ER,2012.0,2012.0,CFM INTL,CFM56-7B,UA
N67815,BOEING,737-924ER,737-900ER,2014.0,2014.0,CFM INTL,CFM56-7B,UA
N13718,BOEING,737-724,737-700,1999.0,1999.0,CFM INTL,CFM56-7B,UA
N27421,BOEING,737-924ER,737-900ER,2008.0,2008.0,CFM INTL,CFM56-7B,UA
N838UA,AIRBUS,A319-131,A319,2001.0,2013.0,IAE,V2522-A5,UA
N68823,BOEING,737-924ER,737-900ER,2014.0,2014.0,CFM INTL,CFM56-7B,UA
N76517,BOEING,737-824,737-800,2008.0,2008.0,CFM INTL,CFM56-7B,UA
N69826,BOEING,737-924ER,737-900ER,2014.0,2014.0,CFM INTL,CFM56-7B,UA
N492UA,AIRBUS,A320-232,A320,2002.0,2013.0,IAE,V2527-A5,UA
N73291,BOEING,737-824,737-800,2004.0,2004.0,CFM INTL,CFM56-7B,UA
N38268,BOEING,737-824,737-800,2001.0,2001.0,CFM INTL,CFM56-7B,UA
N16701,BOEING,737-724,737-700,1998.0,1998.0,CFM INTL,CFM56-7B,UA
N497UA,AIRBUS,A320-232,A320,2002.0,2013.0,IAE,V2527-A5,UA
N37281,BOEING,737-824,737-800,2003.0,2003.0,CFM INTL,CFM56-7B,UA
N37462,BOEING,737-924ER,737-900ER,2012.0,2012.0,CFM INTL,CFM56-7B,UA
N75861,BOEING,757-33N,757-300,2001.0,2001.0,ROLLS-ROYC,RB211-535E4C,UA
N823UA,AIRBUS,A319-131,A319,1998.0,2013.0,IAE,V2522-A5,UA
N37413,BOEING,737-924ER,737-900ER,2008.0,2008.0,CFM INTL,CFM56-7B,UA
N45440,BOEING,737-924ER,737-900ER,2009.0,2009.0,CFM INTL,CFM56-7B,UA
N455UA,AIRBUS,A320-232,A320,1999.0,2013.0,IAE,V2527-A5,UA
N76522,BOEING,737-824,737-800,2010.0,2010.0,CFM INTL,CFM56-7B,UA
N76508,BOEING,737-824,737-800,2008.0,2008.0,CFM INTL,CFM56-7B,UA
N37420,BOEING,737-924ER,737-900ER,2008.0,2008.0,CFM INTL,CFM56-7B,UA
N33132,BOEING,757-224,757-200,1998.0,1998.0,ROLLS-ROYC,RB211-535E4B,UA
N587UA,BOEING,757-222,757-200,1993.0,2013.0,P & W,PW2040,UA
N27901,BOEING,787-8,787-8,2012.0,2012.0,GE,GENX-1B70,UA
N29129,BOEING,757-224,757-200,1998.0,1998.0,ROLLS-ROYC,RB211-535E4B,UA
N33264,BOEING,737-824,737-800,2001.0,2001.0,CFM INTL,CFM56-7B,UA
N668UA,BOEING,767-322ER,767-300ER,1999.0,2013.0,P & W,PW4060,UA
N36207,BOEING,737-824,737-800,2000.0,2000.0,CFM INTL,CFM56-7B,UA
N61882,BOEING,737-924ER,737-900ER,2015.0,2015.0,CFM INTL,CFM56-7B,UA
N18112,BOEING,757-224,757-200,1995.0,2014.0,ROLLS-ROYC,RB211-535E4B,UA
N26226,BOEING,737-824,737-800,1998.0,1998.0,CFM INTL,CFM56-7B,UA
N76523,BOEING,737-824,737-800,2010.0,2010.0,CFM INTL,CFM56-7B,UA
N15751,BOEING,737-71Q,737-700,1999.0,2015.0,CFM INTL,CFM56-7B,UA
N13227,BOEING,737-824,737-800,1999.0,1999.0,CFM INTL,CFM56-7B,UA
N68061,BOEING,767-424ER,767-400ER,2002.0,2002.0,GE,CF6-80C2,UA
N26123,BOEING,757-224,757-200,1997.0,2012.0,ROLLS-ROYC,RB211-535E4B,UA
N14250,BOEING,737-824,737-800,1999.0,2000.0,CFM INTL,CFM56-7B,UA
N16703,BOEING,737-724,737-700,1998.0,1998.0,CFM INTL,CFM56-7B,UA
N48127,BOEING,757-224,757-200,1998.0,1998.0,ROLLS-ROYC,RB211-535E4B,UA
N435UA,AIRBUS,A320-232,A320,1996.0,2013.0,IAE,V2527-A5,UA
N72405,BOEING,737-924,737-900,2001.0,2001.0,CFM INTL,CFM56-7B,UA
N69829,BOEING,737-924ER,737-900ER,2014.0,2014.0,CFM INTL,CFM56-7B,UA
N29124,BOEING,757-224,757-200,1998.0,1998.0,ROLLS-ROYC,RB211-535E4B,UA
N77518,BOEING,737-824,737-800,2008.0,2008.0,CFM INTL,CFM56-7B,UA
N81449,BOEING,737-924ER,737-900ER,2012.0,2012.0,CFM INTL,CFM56-7B,UA
N67812,BOEING,737-924ER,737-900ER,2014.0,2014.0,CFM INTL,CFM56-7B,UA
N37409,BOEING,737-924,737-900,2001.0,2001.0,CFM INTL,CFM56-7B,UA
N14235,BOEING,737-824,737-800,1999.0,1999.0,CFM INTL,CFM56-7B,UA
N79279,BOEING,737-824,737-800,2003.0,2003.0,CFM INTL,CFM56-7B,UA
N14731,BOEING,737-724,737-700,1999.0,1999.0,CFM INTL,CFM56-7B,UA
N73276,BOEING,737-824,737-800,2002.0,2002.0,CFM INTL,CFM56-7B,UA
N38446,BOEING,737-924ER,737-900ER,2012.0,2012.0,CFM INTL,CFM56-7B,UA
N34137,BOEING,757-224,757-200,1999.0,1999.0,ROLLS-ROYC,RB211-535E4B,UA
N75428,BOEING,737-924ER,737-900ER,2008.0,2008.0,CFM INTL,CFM56-7B,UA
N87513,BOEING,737-824,737-800,2008.0,2008.0,CFM INTL,CFM56-7B,UA
N73445,BOEING,737-924ER,737-900ER,2011.0,2011.0,CFM INTL,CFM56-7B,UA
N853UA,AIRBUS,A319-131,A319,2002.0,2002.0,IAE,V2522-A5,UA
N27722,BOEING,737-724,737-700,1999.0,1999.0,CFM INTL,CFM56-7B,UA
N469UA,AIRBUS,A320-232,A320,2001.0,2013.0,IAE,V2527-A5,UA
N12225,BOEING,737-824,737-800,1998.0,2017.0,CFM INTL,CFM56-7B,UA
N57855,BOEING,757-324,757-300,2004.0,2004.0,ROLLS-ROYC,RB211-535E4C,UA
N76515,BOEING,737-824,737-800,2008.0,2008.0,CFM INTL,CFM56-7B,UA
N34131,BOEING,757-224,757-200,1998.0,1998.0,ROLLS-ROYC,RB211-535E4B,UA
N19141,BOEING,757-224,757-200,2000.0,2000.0,ROLLS-ROYC,RB211-535E4B,UA
N14704,BOEING,737-724,737-700,1998.0,1998.0,CFM INTL,CFM56-7B,UA
N78506,BOEING,737-824,737-800,2006.0,2006.0,CFM INTL,CFM56-7B,UA
N819UA,AIRBUS,A319-131,A319,1998.0,2013.0,IAE,V2522-A5,UA
N76254,BOEING,737-824,737-800,2000.0,2000.0,CFM INTL,CFM56-7B,UA
N13248,BOEING,737-824,737-800,1999.0,1999.0,CFM INTL,CFM56-7B,UA
N75851,BOEING,757-324,757-300,2001.0,2001.0,ROLLS-ROYC,RB211-535E4C,UA
N824UA,AIRBUS,A319-131,A319,1999.0,2013.0,IAE,V2522-A5,UA
N12216,BOEING,737-824,737-800,1998.0,2018.0,CFM INTL,CFM56-7B,UA
N73406,BOEING,737-924,737-900,2001.0,2001.0,CFM INTL,CFM56-7B,UA
N24224,BOEING,737-824,737-800,1998.0,2017.0,CFM INTL,CFM56-7B,UA
N676UA,BOEING,767-322ER,767-300ER,2001.0,2013.0,P & W,PW4060,UA
N69806,BOEING,737-924ER,737-900ER,2013.0,2013.0,CFM INTL,CFM56-7B,UA
N77430,BOEING,737-924ER,737-900ER,2009.0,2009.0,CFM INTL,CFM56-7B,UA
N75425,BOEING,737-924ER,737-900ER,2008.0,2008.0,CFM INTL,CFM56-7B,UA
N842UA,AIRBUS,A319-131,A319,2001.0,2013.0,IAE,V2522-A5,UA
N68821,BOEING,737-924ER,737-900ER,2014.0,2014.0,CFM INTL,CFM56-7B,UA
N33209,BOEING,737-824,737-800,2000.0,2000.0,CFM INTL,CFM56-7B,UA
N16234,BOEING,737-824,737-800,1999.0,1999.0,CFM INTL,CFM56-7B,UA
N23721,BOEING,737-724,737-700,1999.0,1999.0,CFM INTL,CFM56-7B,UA
N66841,BOEING,737-924ER,737-900ER,2015.0,2015.0,CFM INTL,CFM56-7B,UA
N14120,BOEING,757-224,757-200,1997.0,2012.0,ROLLS-ROYC,RB211-535E4B,UA
N37466,BOEING,737-924ER,737-900ER,2013.0,2013.0,CFM INTL,CFM56-7B,UA
N452UA,AIRBUS,A320-232,A320,1999.0,2013.0,IAE,V2527-A5,UA
N76529,BOEING,737-824,737-800,2010.0,2010.0,CFM INTL,CFM56-7B,UA
N488UA,AIRBUS,A320-232,A320,2002.0,2013.0,IAE,V2527-A5,UA
N21108,BOEING,757-224,757-200,1994.0,2014.0,ROLLS-ROYC,RB211-535E4B,UA
N14107,BOEING,757-224,757-200,1994.0,2016.0,ROLLS-ROYC,RB211-535E4B,UA
N18223,BOEING,737-824,737-800,1998.0,2017.0,CFM INTL,CFM56-7B,UA
N14106,BOEING,757-224,757-200,1994.0,2016.0,ROLLS-ROYC,RB211-535E4B,UA
N69838,BOEING,737-924ER,737-900ER,2014.0,2014.0,CFM INTL,CFM56-7B,UA
N14219,BOEING,737-824,737-800,1998.0,2018.0,CFM INTL,CFM56-7B,UA
N416UA,AIRBUS,A320-232,A320,1994.0,2004.0,IAE,V2527-A5,UA
N37274,BOEING,737-824,737-800,2002.0,2002.0,CFM INTL,CFM56-7B,UA
N835UA,AIRBUS,A319-131,A319,2001.0,2013.0,IAE,V2522-A5,UA
N12109,BOEING,757-224,757-200,1994.0,2014.0,ROLLS-ROYC,RB211-535E4B,UA
N14237,BOEING,737-824,737-800,1999.0,1999.0,CFM INTL,CFM56-7B,UA
N661UA,BOEING,767-322ER,767-300ER,1993.0,2005.0,P & W,PW4060,UA
N14249,BOEING,737-824,737-800,1999.0,1999.0,CFM INTL,CFM56-7B,UA
N38403,BOEING,737-924,737-900,2001.0,2001.0,CFM INTL,CFM56-7B,UA
N69847,BOEING,737-924ER,737-900ER,2015.0,2015.0,CFM INTL,CFM56-7B,UA
N18243,BOEING,737-824,737-800,1999.0,1999.0,CFM INTL,CFM56-7B,UA
N39463,BOEING,737-924ER,737-900ER,2012.0,2012.0,CFM INTL,CFM56-7B,UA
N498UA,AIRBUS,A320-232,A320,2002.0,2013.0,IAE,V2527-A5,UA
N852UA,AIRBUS,A319-131,A319,2002.0,2013.0,IAE,V2522-A5,UA
N16709,BOEING,737-724,737-700,1998.0,2017.0,CFM INTL,CFM56-7B,UA
N69830,BOEING,737-924ER,737-900ER,2014.0,2014.0,CFM INTL,CFM56-7B,UA
N26208,BOEING,737-824,737-800,2000.0,2000.0,CFM INTL,CFM56-7B,UA
N27213,BOEING,737-824,737-800,1998.0,2017.0,CFM INTL,CFM56-7B,UA
N73283,BOEING,737-824,737-800,2004.0,2004.0,CFM INTL,CFM56-7B,UA
N30401,BOEING,737-924,737-900,2001.0,2001.0,CFM INTL,CFM56-7B,UA
N17730,BOEING,737-724,737-700,1999.0,1999.0,CFM INTL,CFM56-7B,UA
N26215,BOEING,737-824,737-800,1998.0,2017.0,CFM INTL,CFM56-7B,UA
N13750,BOEING,737-724,737-700,1999.0,1999.0,CFM INTL,CFM56-7B,UA
N17128,BOEING,757-224,757-200,1998.0,1998.0,ROLLS-ROYC,RB211-535E4B,UA
N17229,BOEING,737-824,737-800,1999.0,1999.0,CFM INTL,CFM56-7B,UA
N69833,BOEING,737-924ER,737-900ER,2014.0,2014.0,CFM INTL,CFM56-7B,UA
N598UA,BOEING,757-222,757-200,1999.0,2013.0,P & W,PW2040,UA
N422UA,AIRBUS,A320-232,A320,1995.0,2004.0,IAE,V2527-A5,UA
N59053,BOEING,767-424ER,767-400ER,2000.0,2000.0,GE,CF6-80C2,UA
N212UA,BOEING,777-222,777-200,2000.0,2013.0,P & W,PW4077,UA
N13138,BOEING,757-224,757-200,1999.0,2000.0,ROLLS-ROYC,RB211-535E4B,UA
N16713,BOEING,737-724,737-700,1998.0,1998.0,CFM INTL,CFM56-7B,UA
N433UA,AIRBUS,A320-232,A320,1996.0,2013.0,IAE,V2527-A5,UA
N782UA,BOEING,777-222ER,777-200ER,1997.0,2013.0,P & W,PW4090,UA
N490UA,AIRBUS,A320-232,A320,2002.0,2013.0,IAE,V2527-A5,UA
N451UA,AIRBUS,A320-232,A320,1998.0,2013.0,IAE,V2527-A5,UA
N24706,BOEING,737-724,737-700,1998.0,2017.0,CFM INTL,CFM56-7B,UA
N14115,BOEING,757-224,757-200,1995.0,1995.0,ROLLS-ROYC,RB211-535E4B,UA
N57864,BOEING,757-33N,757-300,2001.0,2006.0,ROLLS-ROYC,RB211-535E4C,UA
N68880,BOEING,737-924ER,737-900ER,2015.0,2015.0,CFM INTL,CFM56-7B,UA
N478UA,AIRBUS,A320-232,A320,2001.0,2013.0,IAE,V2527-A5,UA
N543UA,BOEING,757-222,757-200,1991.0,2013.0,P & W,PW2040,UA
N813UA,AIRBUS,A319-131,A319,1998.0,2013.0,IAE,V2522-A5,UA
