tail_num,mfr_name,model,model_2,year,cert_year,eng_mfr_name,eng_model,carrier,number_of_seats
N27015,BOEING,777-224ER,777-200ER,2000.0,2017.0,GE,GE90-90B,UA,267.0
N57016,BOEING,777-224ER,777-200ER,2000.0,2017.0,GE,GE90-90B,UA,267.0
N77014,BOEING,777-224ER,777-200ER,1999.0,1999.0,GE,GE90-90B,UA,267.0
N853NW,AIRBUS,A330-223,A330-200,2004.0,2009.0,P & W,PW4168A,DL,234.0
N78004,BOEING,777-224ER,777-200ER,1998.0,2018.0,GE,GE90-90B,UA,267.0
N999FR,,,,,,,,F9,
N852NW,AIRBUS,A330-223,A330-200,2004.0,2009.0,P & W,PW4168A,DL,234.0
N668US,BOEING,747-451,747-400,1990.0,2009.0,P & W,PW4056,DL,376.0
PLANET,,,,,,,,F9,
N665US,BOEING,747-451,747-400,1989.0,2015.0,P & W,PW4056,DL,376.0
N33294,BOEING,737-824,737-800,2005.0,2005.0,CFM INTL,CFM56-7B,UA,166.0
N77295,BOEING,737-824,737-800,2005.0,2007.0,CFM INTL,CFM56-7B,UA,166.0
N972JB,AIRBUS,A321-231,A321,2016.0,2016.0,IAE,V2533-A5,B6,200.0
N869DN,BOEING,737-932ER,737-900ER,2016.0,2016.0,CFM INTL,CFM56-7B,DL,180.0
N305FR,AIRBUS,A320-251N,A320neo,2016.0,2016.0,CFM INTL,LEAP-1A,F9,186.0
N255SY,EMBRAER,ERJ 170-200 LR,E170,2016.0,2016.0,GE,CF34-8E,OO,76.0
N200SY,EMBRAER,ERJ 170-200 LR,E170,2016.0,2016.0,GE,CF34-8E,OO,76.0
N203SY,EMBRAER,ERJ 170-200 LR,E170,2016.0,2016.0,GE,CF34-8E,OO,76.0
N202SY,EMBRAER,ERJ 170-200 LR,E170,2016.0,2016.0,GE,CF34-8E,OO,76.0
N204SY,EMBRAER,ERJ 170-200 LR,E170,2016.0,2016.0,GE,CF34-8E,OO,76.0
N38479,BOEING,737-924ER,737-900ER,2016.0,2016.0,CFM INTL,CFM56-7B,UA,179.0
N63899,BOEING,737-924ER,737-900ER,2016.0,2016.0,CFM INTL,CFM56-7B,UA,179.0
N77538,BOEING,737-824,737-800,2016.0,2016.0,CFM INTL,CFM56-7B,UA,166.0
N29968,BOEING,787-9,787-9,2016.0,2017.0,GE,GENX-1B74/75/,UA,252.0
N8514F,BOEING,737-8H4,737-800,2016.0,2017.0,CFM INTL,CFM56-7B,WN,175.0
N8515X,BOEING,737-8H4,737-800,2016.0,2017.0,CFM INTL,CFM56-7B,WN,175.0
N8518R,BOEING,737-8H4,737-800,2016.0,2017.0,CFM INTL,CFM56-7B,WN,175.0
N7883A,BOEING,737-76Q,737-700,2001.0,2016.0,CFM INTL,CFM56-7B,WN,143.0
N187SW,,,,,,,,OO,
N669US,BOEING,747-451,747-400,1990.0,2018.0,P & W,PW4056,DL,376.0
N399FR,,,,,,,,F9,
N716FR,AIRBUS,A321-211,A321,2017.0,2017.0,CFM INTL,CFM56-5B,F9,230.0
N717FR,AIRBUS,A321-211,A321,2017.0,2017.0,CFM INTL,CFM56-5B,F9,230.0
N870DN,BOEING,737-932ER,737-900ER,2017.0,2017.0,CFM INTL,CFM56-7B,DL,180.0
N316DN,AIRBUS,A321-211,A321,2017.0,2017.0,CFM INTL,CFM56-5B,DL,192.0
N872DN,BOEING,737-932ER,737-900ER,2017.0,2017.0,CFM INTL,CFM56-7B,DL,180.0
N830NW,AIRBUS,A330-302,A330-300,2017.0,2017.0,GE,CF6-80E1,DL,293.0
N317DN,AIRBUS,A321-211,A321,2017.0,2017.0,CFM INTL,CFM56-5B,DL,192.0
N891UA,AIRBUS,A319-132,A319,2006.0,2016.0,IAE,V2524-A5,UA,128.0
N15969,BOEING,787-9,787-9,2017.0,2017.0,GE,GENX-1B74/75/,UA,252.0
N2331U,BOEING,777-300ER,777-300ER,2016.0,2016.0,GE,GE90-115B,UA,366.0
N2332U,BOEING,777-300ER,777-300ER,2016.0,2016.0,GE,GE90-115B,UA,366.0
N267AK,BOEING,737-990ER,737-900ER,2017.0,2017.0,CFM INTL,CFM56-7B,AS,181.0
N268AK,BOEING,737-990ER,737-900ER,2017.0,2017.0,CFM INTL,CFM56-7B,AS,181.0
N188SY,EMBRAER,ERJ 170-200 LR,E170,2017.0,2017.0,GE,CF34-8E,OO,76.0
N187SY,EMBRAER,ERJ 170-200 LR,E170,2017.0,2017.0,GE,CF34-8E,OO,76.0
N189SY,EMBRAER,ERJ 170-200 LR,E170,2017.0,2017.0,GE,CF34-8E,OO,76.0
N975JB,AIRBUS,A321-231,A321,2017.0,2017.0,IAE,V2533-A5,B6,200.0
N976JB,AIRBUS,A321-231,A321,2017.0,2017.0,IAE,V2533-A5,B6,159.0
N494HA,BOEING,717-200,717-200,2004.0,2016.0,ROLLS-ROYC,BR700-715,HA,128.0
N672NK,AIRBUS,A321-231,A321,2017.0,2017.0,IAE,V2533-A5,NK,228.0
N673NK,AIRBUS,A321-231,A321,2017.0,2017.0,IAE,V2533-A5,NK,228.0
N8519R,BOEING,737-8H4,737-800,2017.0,2017.0,CFM INTL,CFM56-7B,WN,175.0
N8520Q,BOEING,737-8H4,737-800,2017.0,2017.0,CFM INTL,CFM56-7B,WN,175.0
N7885A,BOEING,737-76N,737-700,2002.0,2016.0,CFM INTL,CFM56-7B,WN,143.0
N8523W,BOEING,737-8H4,737-800,2017.0,2017.0,CFM INTL,CFM56-7B,WN,175.0
N8522P,BOEING,737-8H4,737-800,2017.0,2017.0,CFM INTL,CFM56-7B,WN,175.0
N7852A,BOEING,737-71B,737-700,2006.0,2016.0,CFM INTL,CFM56-7B,WN,143.0
N894UA,AIRBUS,A319-132,A319,2006.0,2016.0,IAE,V2524-A5,UA,128.0
N892UA,AIRBUS,A319-132,A319,2006.0,2016.0,IAE,V2524-A5,UA,128.0
N893UA,AIRBUS,A319-132,A319,2006.0,2016.0,IAE,V2524-A5,UA,128.0
N895UA,AIRBUS,A319-132,A319,2007.0,2017.0,IAE,V2524-A5,UA,128.0
N78540,BOEING,737-824,737-800,2017.0,2017.0,CFM INTL,CFM56-7B,UA,166.0
N79541,BOEING,737-824,737-800,2017.0,2017.0,CFM INTL,CFM56-7B,UA,166.0
N77539,BOEING,737-824,737-800,2017.0,2017.0,CFM INTL,CFM56-7B,UA,166.0
N896UA,AIRBUS,A319-132,A319,2007.0,2017.0,IAE,V2524-A5,UA,128.0
N77542,BOEING,737-824,737-800,2017.0,2017.0,CFM INTL,CFM56-7B,UA,166.0
N2639U,BOEING,777-300ER,777-300ER,2017.0,2017.0,GE,GE90-115B,UA,366.0
N361HA,AIRBUS,A330-243,A330-200,2017.0,2018.0,ROLLS-ROYC,TRENT 772B-60,HA,278.0
N495HA,BOEING,717-200,717-200,2004.0,2017.0,ROLLS-ROYC,BR700-715,HA,128.0
N647NK,AIRBUS,A320-232,A320,2017.0,2017.0,IAE,V2527-A5,NK,182.0
N649NK,AIRBUS,A320-232,A320,2017.0,2017.0,IAE,V2527-A5,NK,182.0
N648NK,AIRBUS,A320-232,A320,2017.0,2017.0,IAE,V2527-A5,NK,182.0
N650NK,AIRBUS,A320-232,A320,2017.0,2017.0,IAE,V2527-A5,NK,182.0
N679NK,AIRBUS,A321-231,A321,2017.0,2017.0,IAE,V2533-A5,NK,228.0
N535NK,AIRBUS,A319-132,A319,2010.0,2016.0,IAE,V2524-A5,NK,145.0
N536NK,AIRBUS,A319-132,A319,2010.0,2016.0,IAE,V2524-A5,NK,145.0
N678NK,AIRBUS,A321-231,A321,2017.0,2017.0,IAE,V2533-A5,NK,228.0
N677NK,AIRBUS,A321-231,A321,2017.0,2017.0,IAE,V2533-A5,NK,228.0
N675NK,AIRBUS,A321-231,A321,2017.0,2017.0,IAE,V2533-A5,NK,228.0
N674NK,AIRBUS,A321-231,A321,2017.0,2017.0,IAE,V2533-A5,NK,228.0
N680NK,AIRBUS,A321-231,A321,2017.0,2017.0,IAE,V2533-A5,NK,228.0
N676NK,AIRBUS,A321-231,A321,2017.0,2017.0,IAE,V2533-A5,NK,228.0
N982JB,AIRBUS,A321-231,A321,2017.0,2017.0,IAE,V2533-A5,B6,159.0
N981JB,AIRBUS,A321-231,A321,2017.0,2017.0,IAE,V2533-A5,B6,159.0
N979JB,AIRBUS,A321-231,A321,2017.0,2017.0,IAE,V2533-A5,B6,159.0
N980JB,AIRBUS,A321-231,A321,2017.0,2017.0,IAE,V2533-A5,B6,159.0
N985JB,AIRBUS,A321-231,A321,2017.0,2017.0,IAE,V2533-A5,B6,159.0
N978JB,AIRBUS,A321-231,A321,2017.0,2017.0,IAE,V2533-A5,B6,159.0
N986JB,AIRBUS,A321-231,A321,2017.0,2017.0,IAE,V2533-A5,B6,159.0
N983JB,AIRBUS,A321-231,A321,2017.0,2017.0,IAE,V2533-A5,B6,159.0
N984JB,AIRBUS,A321-231,A321,2017.0,2017.0,IAE,V2533-A5,B6,159.0
N988JB,AIRBUS,A321-231,A321,2017.0,2017.0,IAE,V2533-A5,B6,159.0
N921VA,AIRBUS,A321-253N,A321neo,2017.0,2018.0,CFM INTL,LEAP-1A,VX,185.0
N922VA,AIRBUS,A321-253N,A321neo,2017.0,2017.0,CFM INTL,LEAP-1A,VX,185.0
N923VA,AIRBUS,A321-253N,A321neo,2017.0,2018.0,CFM INTL,LEAP-1A,VX,185.0
N7860A,BOEING,737-79P,737-700,2005.0,2017.0,CFM INTL,CFM56-7B,WN,143.0
N8534Z,BOEING,737-8H4,737-800,2017.0,2017.0,CFM INTL,CFM56-7B,WN,175.0
N8712L,BOEING,737-8,737-8,2017.0,2017.0,CFM INTL,CFM56-7B,WN,175.0
N8530W,BOEING,737-8H4,737-800,2017.0,2017.0,CFM INTL,CFM56-7B,WN,175.0
N8541W,BOEING,737-8H4,737-800,2017.0,2017.0,CFM INTL,CFM56-7B,WN,175.0
N7861J,BOEING,737-79P,737-700,2005.0,2017.0,CFM INTL,CFM56-7B,WN,143.0
N8529Z,BOEING,737-8H4,737-800,2017.0,2017.0,CFM INTL,CFM56-7B,WN,175.0
N8527Q,BOEING,737-8H4,737-800,2017.0,2017.0,CFM INTL,CFM56-7B,WN,175.0
N7859B,BOEING,737-7Q8,737-700,2002.0,2017.0,CFM INTL,CFM56-7B,WN,143.0
N7857B,BOEING,737-79P,737-700,2005.0,2017.0,CFM INTL,CFM56-7B,WN,143.0
N8537Z,BOEING,737-8H4,737-800,2017.0,2017.0,CFM INTL,CFM56-7B,WN,175.0
N8708Q,BOEING,737-8,737-8,2017.0,2017.0,CFM INTL,CFM56-7B,WN,175.0
N8546V,BOEING,737-8H4,737-800,2017.0,2017.0,CFM INTL,CFM56-7B,WN,175.0
N8526W,BOEING,737-8H4,737-800,2017.0,2017.0,CFM INTL,CFM56-7B,WN,175.0
N8544Z,BOEING,737-8H4,737-800,2017.0,2017.0,CFM INTL,CFM56-7B,WN,175.0
N8542Z,BOEING,737-8H4,737-800,2017.0,2017.0,CFM INTL,CFM56-7B,WN,175.0
N8711Q,BOEING,737-8,737-8,2017.0,2017.0,CFM INTL,CFM56-7B,WN,175.0
N8709Q,BOEING,737-8,737-8,2017.0,2017.0,CFM INTL,CFM56-7B,WN,175.0
N8540V,BOEING,737-8H4,737-800,2017.0,2017.0,CFM INTL,CFM56-7B,WN,175.0
N8710M,BOEING,737-8,737-8,2017.0,2017.0,CFM INTL,CFM56-7B,WN,175.0
N8543Z,BOEING,737-8H4,737-800,2017.0,2017.0,CFM INTL,CFM56-7B,WN,175.0
N8547V,BOEING,737-8H4,737-800,2017.0,2017.0,CFM INTL,CFM56-7B,WN,175.0
N7855A,BOEING,737-79P,737-700,2005.0,2017.0,CFM INTL,CFM56-7B,WN,143.0
N8532S,BOEING,737-8H4,737-800,2017.0,2017.0,CFM INTL,CFM56-7B,WN,175.0
N8536Z,BOEING,737-8H4,737-800,2017.0,2017.0,CFM INTL,CFM56-7B,WN,175.0
N7854B,BOEING,737-71B,737-700,2006.0,2016.0,CFM INTL,CFM56-7B,WN,143.0
N8714Q,BOEING,737-8,737-8,2017.0,2017.0,CFM INTL,CFM56-7B,WN,175.0
N8538V,BOEING,737-8H4,737-800,2017.0,2017.0,CFM INTL,CFM56-7B,WN,175.0
N8535S,BOEING,737-8H4,737-800,2017.0,2017.0,CFM INTL,CFM56-7B,WN,175.0
N8539V,BOEING,737-8H4,737-800,2017.0,2017.0,CFM INTL,CFM56-7B,WN,175.0
N8533S,BOEING,737-8H4,737-800,2017.0,2017.0,CFM INTL,CFM56-7B,WN,175.0
N8524Z,BOEING,737-8H4,737-800,2017.0,2017.0,CFM INTL,CFM56-7B,WN,175.0
N7858A,BOEING,737-79P,737-700,2005.0,2017.0,CFM INTL,CFM56-7B,WN,143.0
N8545V,BOEING,737-8H4,737-800,2017.0,2017.0,CFM INTL,CFM56-7B,WN,175.0
N7856A,BOEING,737-7Q8,737-700,2001.0,2017.0,CFM INTL,CFM56-7B,WN,143.0
N8713M,BOEING,737-8,737-8,2017.0,2017.0,CFM INTL,CFM56-7B,WN,175.0
N8706W,BOEING,737-8,737-8,2017.0,2017.0,CFM INTL,CFM56-7B,WN,175.0
N8531Q,BOEING,737-8H4,737-800,2017.0,2017.0,CFM INTL,CFM56-7B,WN,175.0
N7853B,BOEING,737-7Q8,737-700,2001.0,2016.0,CFM INTL,CFM56-7B,WN,143.0
N8548P,BOEING,737-8H4,737-800,2017.0,2017.0,CFM INTL,CFM56-7B,WN,175.0
N8525S,BOEING,737-8H4,737-800,2017.0,2017.0,CFM INTL,CFM56-7B,WN,175.0
N8705Q,BOEING,737-8,737-8,2017.0,2017.0,CFM INTL,CFM56-7B,WN,175.0
N8528Q,BOEING,737-8H4,737-800,2017.0,2017.0,CFM INTL,CFM56-7B,WN,175.0
N8716B,BOEING,737-8,737-8,2017.0,2017.0,CFM INTL,CFM56-7B,WN,175.0
N8549Z,BOEING,737-8H4,737-800,2017.0,2017.0,CFM INTL,CFM56-7B,WN,175.0
N8551Q,BOEING,737-8H4,737-800,2017.0,2017.0,CFM INTL,CFM56-7B,WN,175.0
N8715Q,BOEING,737-8,737-8,2017.0,2017.0,CFM INTL,CFM56-7B,WN,175.0
N8550Q,BOEING,737-8H4,737-800,2017.0,2017.0,CFM INTL,CFM56-7B,WN,175.0
N7862A,BOEING,737-79P,737-700,2005.0,2017.0,CFM INTL,CFM56-7B,WN,143.0
N8552Z,BOEING,737-8H4,737-800,2017.0,2017.0,CFM INTL,CFM56-7B,WN,175.0
N194SY,EMBRAER,ERJ 170-200 LR,E170,2017.0,2017.0,GE,CF34-8E,OO,76.0
N192SY,EMBRAER,ERJ 170-200 LR,E170,2017.0,2017.0,GE,CF34-8E,OO,76.0
N191SY,EMBRAER,ERJ 170-200 LR,E170,2017.0,2017.0,GE,CF34-8E,OO,76.0
N259SY,EMBRAER,ERJ 170-200 LR,E170,2017.0,2017.0,GE,CF34-8E,OO,76.0
N260SY,EMBRAER,ERJ 170-200 LR,E170,2017.0,2017.0,GE,CF34-8E,OO,76.0
N257SY,EMBRAER,ERJ 170-200 LR,E170,2017.0,2017.0,GE,CF34-8E,OO,76.0
N258SY,EMBRAER,ERJ 170-200 LR,E170,2017.0,2017.0,GE,CF34-8E,OO,76.0
N256SY,EMBRAER,ERJ 170-200 LR,E170,2017.0,2017.0,GE,CF34-8E,OO,76.0
N209SY,EMBRAER,ERJ 170-200 LR,E170,2017.0,2017.0,GE,CF34-8E,OO,76.0
N211SY,EMBRAER,ERJ 170-200 LR,E170,2017.0,2017.0,GE,CF34-8E,OO,76.0
N207SY,EMBRAER,ERJ 170-200 LR,E170,2017.0,2017.0,GE,CF34-8E,OO,76.0
N208SY,EMBRAER,ERJ 170-200 LR,E170,2017.0,2017.0,GE,CF34-8E,OO,76.0
N205SY,EMBRAER,ERJ 170-200 LR,E170,2017.0,2017.0,GE,CF34-8E,OO,76.0
N206SY,EMBRAER,ERJ 170-200 LR,E170,2017.0,2017.0,GE,CF34-8E,OO,76.0
N213SY,EMBRAER,ERJ 170-200 LR,E170,2017.0,2017.0,GE,CF34-8E,OO,76.0
N193SY,EMBRAER,ERJ 170-200 LR,E170,2017.0,2017.0,GE,CF34-8E,OO,76.0
N261SY,EMBRAER,ERJ 170-200 LR,E170,2017.0,2017.0,GE,CF34-8E,OO,76.0
N275AK,BOEING,737-990ER,737-900ER,2017.0,2017.0,CFM INTL,CFM56-7B,AS,181.0
N278AK,BOEING,737-990ER,737-900ER,2017.0,2017.0,CFM INTL,CFM56-7B,AS,181.0
N270AK,BOEING,737-990ER,737-900ER,2017.0,2017.0,CFM INTL,CFM56-7B,AS,181.0
N274AK,BOEING,737-990ER,737-900ER,2017.0,2017.0,CFM INTL,CFM56-7B,AS,181.0
N273AK,BOEING,737-990ER,737-900ER,2017.0,2017.0,CFM INTL,CFM56-7B,AS,181.0
N272AK,BOEING,737-990ER,737-900ER,2017.0,2017.0,CFM INTL,CFM56-7B,AS,181.0
N280AK,BOEING,737-990ER,737-900ER,2017.0,2017.0,CFM INTL,CFM56-7B,AS,181.0
N277AK,BOEING,737-990ER,737-900ER,2017.0,2017.0,CFM INTL,CFM56-7B,AS,181.0
N281AK,BOEING,737-990ER,737-900ER,2017.0,2017.0,CFM INTL,CFM56-7B,AS,181.0
N307FR,AIRBUS,A320-251N,A320neo,2017.0,2017.0,CFM INTL,LEAP-1A,F9,186.0
N308FR,AIRBUS,A320-251N,A320neo,2017.0,2017.0,CFM INTL,LEAP-1A,F9,186.0
N309FR,AIRBUS,A320-251N,A320neo,2017.0,2017.0,CFM INTL,LEAP-1A,F9,186.0
N310FR,AIRBUS,A320-251N,A320neo,2017.0,2017.0,CFM INTL,LEAP-1A,F9,186.0
N311FR,AIRBUS,A320-251N,A320neo,2017.0,2017.0,CFM INTL,LEAP-1A,F9,186.0
N313FR,AIRBUS,A320-251N,A320neo,2017.0,2017.0,CFM INTL,LEAP-1A,F9,186.0
N316FR,AIRBUS,A320-251N,A320neo,2017.0,2017.0,CFM INTL,LEAP-1A,F9,186.0
N718FR,AIRBUS,A321-211,A321,2017.0,2017.0,CFM INTL,CFM56-5B,F9,230.0
N719FR,AIRBUS,A321-211,A321,2017.0,2017.0,CFM INTL,CFM56-5B,F9,230.0
N720FR,AIRBUS,A321-211,A321,2017.0,2017.0,CFM INTL,CFM56-5B,F9,230.0
N312FR,AIRBUS,A320-251N,A320neo,2017.0,2017.0,CFM INTL,LEAP-1A,F9,186.0
N317FR,AIRBUS,A320-251N,A320neo,2017.0,2017.0,CFM INTL,LEAP-1A,F9,186.0
N301DV,AIRBUS,A321-211,A321,2016.0,2016.0,CFM INTL,CFM56-5B,DL,192.0
N320DN,AIRBUS,A321-211,A321,2017.0,2017.0,CFM INTL,CFM56-5B,DL,192.0
N327DN,AIRBUS,A321-211,A321,2017.0,2017.0,CFM INTL,CFM56-5B,DL,192.0
N879DN,BOEING,737-932ER,737-900ER,2017.0,2017.0,CFM INTL,CFM56-7B,DL,180.0
N326DN,AIRBUS,A321-211,A321,2017.0,2017.0,CFM INTL,CFM56-5B,DL,192.0
N323DN,AIRBUS,A321-211,A321,2017.0,2017.0,CFM INTL,CFM56-5B,DL,192.0
N885DN,BOEING,737-932ER,737-900ER,2017.0,2017.0,CFM INTL,CFM56-7B,DL,180.0
N377DE,BOEING,737-8EH,737-800,2014.0,2017.0,CFM INTL,CFM56-7B,DL,160.0
N774DE,BOEING,737-8EH,737-800,2012.0,2017.0,CFM INTL,CFM56-7B,DL,160.0
N882DN,BOEING,737-932ER,737-900ER,2017.0,2017.0,CFM INTL,CFM56-7B,DL,180.0
N658DL,BOEING,757-232,757-200,1990.0,2016.0,P & W,PW2037,DL,180.0
N318DX,AIRBUS,A321-211,A321,2017.0,2017.0,CFM INTL,CFM56-5B,DL,192.0
N325DN,AIRBUS,A321-211,A321,2017.0,2017.0,CFM INTL,CFM56-5B,DL,192.0
N874DN,BOEING,737-932ER,737-900ER,2017.0,2017.0,CFM INTL,CFM56-7B,DL,180.0
N878DN,BOEING,737-932ER,737-900ER,2017.0,2017.0,CFM INTL,CFM56-7B,DL,180.0
N877DN,BOEING,737-932ER,737-900ER,2017.0,2017.0,CFM INTL,CFM56-7B,DL,180.0
N321DH,AIRBUS,A321-211,A321,2017.0,2017.0,CFM INTL,CFM56-5B,DL,192.0
N884DN,BOEING,737-932ER,737-900ER,2017.0,2017.0,CFM INTL,CFM56-7B,DL,180.0
N776DE,BOEING,737-8EH,737-800,2013.0,2017.0,CFM INTL,CFM56-7B,DL,160.0
N880DN,BOEING,737-932ER,737-900ER,2017.0,2017.0,CFM INTL,CFM56-7B,DL,180.0
N881DN,BOEING,737-932ER,737-900ER,2017.0,2017.0,CFM INTL,CFM56-7B,DL,180.0
N775DE,BOEING,737-8EH,737-800,2013.0,2017.0,CFM INTL,CFM56-7B,DL,160.0
N322DN,AIRBUS,A321-211,A321,2017.0,2017.0,CFM INTL,CFM56-5B,DL,192.0
N883DN,BOEING,737-932ER,737-900ER,2017.0,2017.0,CFM INTL,CFM56-7B,DL,180.0
N319DN,AIRBUS,A321-211,A321,2017.0,2017.0,CFM INTL,CFM56-5B,DL,192.0
N324DX,AIRBUS,A321-211,A321,2017.0,2017.0,CFM INTL,CFM56-5B,DL,192.0
N875DN,BOEING,737-932ER,737-900ER,2017.0,2017.0,CFM INTL,CFM56-7B,DL,180.0
N873DN,BOEING,737-932ER,737-900ER,2017.0,2017.0,CFM INTL,CFM56-7B,DL,180.0
N328DN,AIRBUS,A321-211,A321,2017.0,2017.0,CFM INTL,CFM56-5B,DL,192.0
N831NW,AIRBUS,A330-302,A330-300,2017.0,2017.0,GE,CF6-80E1,DL,293.0
N886DN,BOEING,737-932ER,737-900ER,2017.0,2017.0,CFM INTL,CFM56-7B,DL,180.0
N987JB,AIRBUS,A321-231,A321,2017.0,2017.0,IAE,V2533-A5,B6,159.0
N989JB,AIRBUS,A321-231,A321,2017.0,2017.0,IAE,V2533-A5,B6,159.0
N990JB,AIRBUS,A321-231,A321,2017.0,2017.0,IAE,V2533-A5,B6,159.0
N721FR,AIRBUS,A321-211,A321,2017.0,2017.0,CFM INTL,CFM56-5B,F9,230.0
N323FR,AIRBUS,A320-251N,A320neo,2017.0,2017.0,CFM INTL,LEAP-1A,F9,186.0
N324FR,AIRBUS,A320-251N,A320neo,2017.0,2017.0,CFM INTL,LEAP-1A,F9,186.0
N318FR,AIRBUS,A320-251N,A320neo,2017.0,2017.0,CFM INTL,LEAP-1A,F9,186.0
N322FR,AIRBUS,A320-251N,A320neo,2017.0,2017.0,CFM INTL,LEAP-1A,F9,186.0
N2243U,BOEING,777-300ER,777-300ER,2017.0,2017.0,GE,GE90-115B,UA,366.0
N7863A,BOEING,737-7Q8,737-700,2002.0,2017.0,CFM INTL,CFM56-7B,WN,143.0
N8553W,BOEING,737-8H4,737-800,2017.0,2017.0,CFM INTL,CFM56-7B,WN,175.0
N8554X,BOEING,737-8H4,737-800,2017.0,2017.0,CFM INTL,CFM56-7B,WN,175.0
N8555Z,BOEING,737-8H4,737-800,2017.0,2018.0,CFM INTL,CFM56-7B,WN,175.0
N8704Q,BOEING,737-8,737-8,2016.0,2018.0,CFM INTL,CFM56-7B,WN,175.0
N8556Z,BOEING,737-8H4,737-800,2017.0,2018.0,CFM INTL,CFM56-7B,WN,175.0
N925VA,AIRBUS,A321-253N,A321neo,2017.0,2017.0,CFM INTL,LEAP-1A,VX,185.0
N651NK,AIRBUS,A320-232,A320,2017.0,2017.0,IAE,V2527-A5,NK,182.0
N681NK,AIRBUS,A321-231,A321,2017.0,2017.0,IAE,V2533-A5,NK,228.0
N652NK,AIRBUS,A320-232,A320,2017.0,2017.0,IAE,V2527-A5,NK,182.0
N682NK,AIRBUS,A321-231,A321,2017.0,2017.0,IAE,V2533-A5,NK,228.0
N282AK,BOEING,737-990ER,737-900ER,2017.0,2017.0,CFM INTL,CFM56-7B,AS,181.0
N283AK,BOEING,737-990ER,737-900ER,2017.0,2017.0,CFM INTL,CFM56-7B,AS,181.0
N887DN,BOEING,737-932ER,737-900ER,2017.0,2017.0,CFM INTL,CFM56-7B,DL,180.0
N329DN,AIRBUS,A321-211,A321,2017.0,2017.0,CFM INTL,CFM56-5B,DL,192.0
N330DX,AIRBUS,A321-211,A321,2017.0,2017.0,CFM INTL,CFM56-5B,DL,192.0
N331DN,AIRBUS,A321-211,A321,2017.0,2017.0,CFM INTL,CFM56-5B,DL,192.0
N202HA,AIRBUS,A321-271N,A321neo,2017.0,2017.0,P & W,PW1133G-JM,HA,189.0
N195SY,EMBRAER,ERJ 170-200 LR,E170,2017.0,2017.0,GE,CF34-8E,OO,76.0
N2333U,BOEING,777-300ER,777-300ER,2017.0,2017.0,GE,GE90-115B,UA,366.0
N101NK,,,,,,,,NK,
N2135U,BOEING,777-300ER,777-300ER,2017.0,2017.0,GE,GE90-115B,UA,366.0
N59034,BOEING,777-300ER,777-300ER,2017.0,2017.0,GE,GE90-115B,UA,366.0
N2140U,BOEING,777-300ER,777-300ER,2017.0,2017.0,GE,GE90-115B,UA,366.0
N2737U,BOEING,777-300ER,777-300ER,2017.0,2017.0,GE,GE90-115B,UA,366.0
N2136U,BOEING,777-300ER,777-300ER,2017.0,2017.0,GE,GE90-115B,UA,366.0
N878DA,BOEING,737-932ER,737-900ER,2017.0,2017.0,CFM INTL,CFM56-7B,DL,180.0
N2341U,BOEING,777-300ER,777-300ER,2017.0,2017.0,GE,GE90-115B,UA,366.0
N2142U,BOEING,777-300ER,777-300ER,2017.0,2017.0,GE,GE90-115B,UA,366.0
N2138U,BOEING,777-300ER,777-300ER,2017.0,2017.0,GE,GE90-115B,UA,366.0
N666US,BOEING,747-451,747-400,1989.0,2018.0,P & W,PW4056,DL,376.0
N26970,BOEING,787-9,787-9,2017.0,2017.0,GE,GENX-1B74/75/,UA,252.0
N700TA,,,,,,,,EV,
N2534U,BOEING,777-300ER,777-300ER,2017.0,2017.0,GE,GE90-115B,UA,366.0
N919DN,MCDONNELL DOUGLAS,MD-90-30,MD-90-30,1997.0,2010.0,IAE,V2528-D5,DL,158.0
N227AG,BOMBARDIER INC,CL-600-2C10,CL-600,2001.0,2017.0,GE,CF34-8C,OO,69.0
N128UA,BOEING,747-422,747-400,2000.0,2000.0,P & W,PW4056,UA,374.0
N528JB,AIRBUS,A320-232,A320,2001.0,2001.0,IAE,V2527-A5,B6,150.0
N4YBAA,MCDONNELL DOUGLAS,DC-9-83(MD-83),MD-83,1999.0,1999.0,P & W,JT8D-219,AA,140.0
N434AA,MCDONNELL DOUGLAS,DC-9-83(MD-83),MD-83,1987.0,2018.0,P & W,JT8D-219,AA,140.0
N541AA,MCDONNELL DOUGLAS,DC-9-82(MD-82),MD-82,1990.0,2014.0,P & W,JT8D-217,AA,140.0
N489AA,MCDONNELL DOUGLAS,DC-9-82(MD-82),MD-82,1989.0,2018.0,P & W,JT8D-217,AA,140.0
N439AA,MCDONNELL DOUGLAS,DC-9-83(MD-83),MD-83,1987.0,1987.0,P & W,JT8D-219,AA,140.0
N468AA,MCDONNELL DOUGLAS,DC-9-82(MD-82),MD-82,1988.0,2017.0,P & W,JT8D-217,AA,140.0
N569AA,MCDONNELL DOUGLAS,DC-9-83(MD-83),MD-83,1987.0,2017.0,P & W,JT8D-219,AA,140.0
N466AA,MCDONNELL DOUGLAS,DC-9-82(MD-82),MD-82,1988.0,2017.0,P & W,JT8D-217,AA,140.0
N501AA,MCDONNELL DOUGLAS,DC-9-82(MD-82),MD-82,1989.0,1989.0,P & W,JT8D-217,AA,140.0
N438AA,MCDONNELL DOUGLAS,DC-9-83(MD-83),MD-83,1987.0,2018.0,P & W,JT8D-219,AA,140.0
