tail_num,mfr_name,model,model_2,year,cert_year,eng_mfr_name,eng_model,carrier,number_of_seats
N784SW,BOEING,737-7H4,737-700,2000.0,2000.0,CFM INTL,CFM56-7B,WN,143.0
N489WN,BOEING,737-7H4,737-700,2004.0,2004.0,CFM INTL,CFM56-7B,WN,143.0
N7821L,BOEING,737-7CT,737-700,2003.0,2014.0,CFM INTL,CFM56-7B,WN,143.0
N411WN,BOEING,737-7H4,737-700,2001.0,2002.0,CFM INTL,CFM56-7B,WN,143.0
N383SW,BOEING,737-3H4,737-300,1994.0,2018.0,CFM INTL,CFM56-3,WN,137.0
N7715E,BOEING,737-7BD,737-700,2005.0,2013.0,CFM INTL,CFM56-7B,WN,143.0
N564WN,BOEING,737-73V,737-700,2002.0,2016.0,CFM INTL,CFM56-7B,WN,143.0
N417WN,BOEING,737-7H4,737-700,2001.0,2002.0,CFM INTL,CFM56-7B,WN,143.0
N8311Q,BOEING,737-8H4,737-800,2012.0,2012.0,CFM INTL,CFM56-7B,WN,175.0
N938WN,BOEING,737-7H4,737-700,2009.0,2009.0,CFM INTL,CFM56-7B,WN,143.0
N567WN,BOEING,737-7CT,737-700,2002.0,2014.0,CFM INTL,CFM56-7B,WN,143.0
N952WN,BOEING,737-7H4,737-700,2010.0,2010.0,CFM INTL,CFM56-7B,WN,143.0
N718SW,BOEING,737-7H4,737-700,1998.0,1998.0,CFM INTL,CFM56-7B,WN,143.0
N7844A,BOEING,737-752,737-700,2007.0,2015.0,CFM INTL,CFM56-7B,WN,143.0
N615SW,BOEING,737-3H4,737-300,1995.0,1995.0,CFM INTL,CFM56-3,WN,137.0
N8309C,BOEING,737-8H4,737-800,2012.0,2012.0,CFM INTL,CFM56-7B,WN,175.0
N8660A,BOEING,737-8H4,737-800,2015.0,2015.0,CFM INTL,CFM56-7B,WN,175.0
N8634A,BOEING,737-8H4,737-800,2014.0,2014.0,CFM INTL,CFM56-7B,WN,175.0
N7720F,BOEING,737-7BD,737-700,2006.0,2014.0,CFM INTL,CFM56-7B,WN,143.0
N293WN,BOEING,737-7H4,737-700,2007.0,2007.0,CFM INTL,CFM56-7B,WN,143.0
N374SW,BOEING,737-3H4,737-300,1993.0,1993.0,CFM INTL,CFM56-3,WN,137.0
N657SW,BOEING,737-3L9,737-300,1985.0,1998.0,CFM INTL,CFM56-3,WN,137.0
N366SW,BOEING,737-3H4,737-300,1993.0,1993.0,CFM INTL,CFM56-3,WN,137.0
N389SW,BOEING,737-3H4,737-300,1994.0,2018.0,CFM INTL,CFM56-3,WN,137.0
N424WN,BOEING,737-7H4,737-700,2002.0,2002.0,CFM INTL,CFM56-7B,WN,143.0
N462WN,BOEING,737-7H4,737-700,2004.0,2004.0,CFM INTL,CFM56-7B,WN,143.0
N203WN,BOEING,737-7H4,737-700,2005.0,2005.0,CFM INTL,CFM56-7B,WN,143.0
N363SW,BOEING,737-3H4,737-300,1993.0,2017.0,CFM INTL,CFM56-3,WN,137.0
N8622A,BOEING,737-8H4,737-800,2013.0,2014.0,CFM INTL,CFM56-7B,WN,175.0
N788SA,BOEING,737-7H4,737-700,2000.0,2001.0,CFM INTL,CFM56-7B,WN,143.0
N456WN,BOEING,737-7H4,737-700,2004.0,2004.0,CFM INTL,CFM56-7B,WN,143.0
N7742B,BOEING,737-7BD,737-700,2007.0,2014.0,CFM INTL,CFM56-7B,WN,143.0
N747SA,BOEING,737-7H4,737-700,1999.0,1999.0,CFM INTL,CFM56-7B,WN,143.0
N441WN,BOEING,737-7H4,737-700,2003.0,2003.0,CFM INTL,CFM56-7B,WN,143.0
N8649A,BOEING,737-8H4,737-800,2014.0,2014.0,CFM INTL,CFM56-7B,WN,175.0
N262WN,BOEING,737-7H4,737-700,2006.0,2007.0,CFM INTL,CFM56-7B,WN,143.0
N903WN,BOEING,737-7H4,737-700,2007.0,2009.0,CFM INTL,CFM56-7B,WN,143.0
N235WN,BOEING,737-7H4,737-700,2006.0,2006.0,CFM INTL,CFM56-7B,WN,143.0
N8648A,BOEING,737-8H4,737-800,2014.0,2014.0,CFM INTL,CFM56-7B,WN,175.0
N776WN,BOEING,737-7H4,737-700,2000.0,2000.0,CFM INTL,CFM56-7B,WN,143.0
N640SW,BOEING,737-3H4,737-300,1996.0,2018.0,CFM INTL,CFM56-3,WN,137.0
N736SA,BOEING,737-7H4,737-700,1999.0,1999.0,CFM INTL,CFM56-7B,WN,143.0
N660SW,BOEING,737-301,737-300,1985.0,,CFM INTL,CFM56-3,WN,137.0
N653SW,BOEING,737-3H4,737-300,1997.0,2018.0,CFM INTL,CFM56-3,WN,137.0
N8639B,BOEING,737-8H4,737-800,2014.0,2014.0,CFM INTL,CFM56-7B,WN,175.0
N8621A,BOEING,737-8H4,737-800,2013.0,2014.0,CFM INTL,CFM56-7B,WN,175.0
N772SW,BOEING,737-7H4,737-700,2000.0,2000.0,CFM INTL,CFM56-7B,WN,143.0
N566WN,BOEING,737-7CT,737-700,2002.0,2014.0,CFM INTL,CFM56-7B,WN,143.0
N244WN,BOEING,737-7H4,737-700,2006.0,2006.0,CFM INTL,CFM56-7B,WN,143.0
N8673F,BOEING,737-8H4,737-800,2015.0,2015.0,CFM INTL,CFM56-7B,WN,175.0
N8310C,BOEING,737-8H4,737-800,2012.0,2012.0,CFM INTL,CFM56-7B,WN,175.0
N7732A,BOEING,737-7BD,737-700,2006.0,2012.0,CFM INTL,CFM56-7B,WN,143.0
N639SW,BOEING,737-3H4,737-300,1996.0,,CFM INTL,CFM56-3,WN,137.0
N8640D,BOEING,737-8H4,737-800,2014.0,2014.0,CFM INTL,CFM56-7B,WN,175.0
N396SW,BOEING,737-3H4,737-300,1994.0,2018.0,CFM INTL,CFM56-3,WN,137.0
N603SW,BOEING,737-3H4,737-300,1995.0,2018.0,CFM INTL,CFM56-3,WN,137.0
N358SW,BOEING,737-3H4,737-300,1992.0,2017.0,CFM INTL,CFM56-3,WN,137.0
N402WN,BOEING,737-7H4,737-700,2001.0,2001.0,CFM INTL,CFM56-7B,WN,143.0
N294WN,BOEING,737-7H4,737-700,2007.0,2007.0,CFM INTL,CFM56-7B,WN,143.0
N220WN,BOEING,737-7H4,737-700,2005.0,2005.0,CFM INTL,CFM56-7B,WN,143.0
N385SW,BOEING,737-3H4,737-300,1994.0,2018.0,CFM INTL,CFM56-3,WN,137.0
N395SW,BOEING,737-3H4,737-300,1994.0,2018.0,CFM INTL,CFM56-3,WN,137.0
N953WN,BOEING,737-7H4,737-700,2010.0,2011.0,CFM INTL,CFM56-7B,WN,143.0
N276WN,BOEING,737-7H4,737-700,2007.0,2007.0,CFM INTL,CFM56-7B,WN,143.0
N778SW,BOEING,737-7H4,737-700,2000.0,2000.0,CFM INTL,CFM56-7B,WN,143.0
N793SA,BOEING,737-7H4,737-700,2001.0,2001.0,CFM INTL,CFM56-7B,WN,143.0
N761RR,BOEING,737-7H4,737-700,2000.0,2000.0,CFM INTL,CFM56-7B,WN,143.0
N924WN,BOEING,737-7H4,737-700,2008.0,2008.0,CFM INTL,CFM56-7B,WN,143.0
N701GS,BOEING,737-7H4,737-700,1997.0,1998.0,CFM INTL,CFM56-7B,WN,143.0
N8635F,BOEING,737-8H4,737-800,2014.0,2014.0,CFM INTL,CFM56-7B,WN,175.0
N569WN,BOEING,737-7CT,737-700,2002.0,2014.0,CFM INTL,CFM56-7B,WN,143.0
N932WN,BOEING,737-7H4,737-700,2009.0,2009.0,CFM INTL,CFM56-7B,WN,143.0
N746SW,BOEING,737-7H4,737-700,1999.0,1999.0,CFM INTL,CFM56-7B,WN,143.0
N946WN,BOEING,737-7H4,737-700,2010.0,2010.0,CFM INTL,CFM56-7B,WN,143.0
N769SW,BOEING,737-7H4,737-700,2000.0,2000.0,CFM INTL,CFM56-7B,WN,143.0
N949WN,BOEING,737-7H4,737-700,2010.0,2010.0,CFM INTL,CFM56-7B,WN,143.0
N285WN,BOEING,737-7H4,737-700,2007.0,2007.0,CFM INTL,CFM56-7B,WN,143.0
N7736A,BOEING,737-7BD,737-700,2006.0,2014.0,CFM INTL,CFM56-7B,WN,143.0
N602SW,BOEING,737-3H4,737-300,1995.0,2018.0,CFM INTL,CFM56-3,WN,137.0
N7825A,BOEING,737-7CT,737-700,2003.0,2015.0,CFM INTL,CFM56-7B,WN,143.0
N947WN,BOEING,737-7H4,737-700,2010.0,2010.0,CFM INTL,CFM56-7B,WN,143.0
N964WN,BOEING,737-7H4,737-700,2011.0,2011.0,CFM INTL,CFM56-7B,WN,143.0
N292WN,BOEING,737-7H4,737-700,2007.0,2007.0,CFM INTL,CFM56-7B,WN,143.0
N756SA,BOEING,737-7H4,737-700,1999.0,2000.0,CFM INTL,CFM56-7B,WN,143.0
N741SA,BOEING,737-7H4,737-700,1998.0,1999.0,CFM INTL,CFM56-7B,WN,143.0
N7708E,BOEING,737-76N,737-700,2004.0,2010.0,CFM INTL,CFM56-7B,WN,143.0
N716SW,BOEING,737-7H4,737-700,1998.0,1998.0,CFM INTL,CFM56-7B,WN,143.0
N495WN,BOEING,737-7H4,737-700,2004.0,2005.0,CFM INTL,CFM56-7B,WN,143.0
N414WN,BOEING,737-7H4,737-700,2001.0,2002.0,CFM INTL,CFM56-7B,WN,143.0
N921WN,BOEING,737-7H4,737-700,2008.0,2009.0,CFM INTL,CFM56-7B,WN,143.0
N256WN,BOEING,737-7H4,737-700,2006.0,2006.0,CFM INTL,CFM56-7B,WN,143.0
N719SW,BOEING,737-7H4,737-700,1998.0,1998.0,CFM INTL,CFM56-7B,WN,143.0
N727SW,BOEING,737-7H4,737-700,1999.0,1999.0,CFM INTL,CFM56-7B,WN,143.0
N415WN,BOEING,737-7H4,737-700,2001.0,2002.0,CFM INTL,CFM56-7B,WN,143.0
N656SW,BOEING,737-3H4,737-300,1997.0,2018.0,CFM INTL,CFM56-3,WN,137.0
N355SW,BOEING,737-3H4,737-300,1991.0,1991.0,CFM INTL,CFM56-3,WN,137.0
N394SW,BOEING,737-3H4,737-300,1994.0,2018.0,CFM INTL,CFM56-3,WN,137.0
N728SW,BOEING,737-7H4,737-700,1999.0,1999.0,CFM INTL,CFM56-7B,WN,143.0
N556WN,BOEING,737-7BD,737-700,2011.0,2011.0,CFM INTL,CFM56-7B,WN,143.0
N8323C,BOEING,737-8H4,737-800,2012.0,2012.0,CFM INTL,CFM56-7B,WN,175.0
N231WN,BOEING,737-7H4,737-700,2006.0,2006.0,CFM INTL,CFM56-7B,WN,143.0
N422WN,BOEING,737-7H4,737-700,2002.0,2002.0,CFM INTL,CFM56-7B,WN,143.0
N222WN,BOEING,737-7H4,737-700,2005.0,2005.0,CFM INTL,CFM56-7B,WN,143.0
N8317M,BOEING,737-8H4,737-800,2012.0,2012.0,CFM INTL,CFM56-7B,WN,175.0
N8616C,BOEING,737-8H4,737-800,2013.0,2013.0,CFM INTL,CFM56-7B,WN,175.0
N258WN,BOEING,737-7H4,737-700,2006.0,2006.0,CFM INTL,CFM56-7B,WN,143.0
N8320J,BOEING,737-8H4,737-800,2012.0,2012.0,CFM INTL,CFM56-7B,WN,175.0
N604SW,BOEING,737-3H4,737-300,1995.0,2018.0,CFM INTL,CFM56-3,WN,137.0
N7743B,BOEING,737-7BD,737-700,2008.0,2014.0,CFM INTL,CFM56-7B,WN,143.0
N8670A,BOEING,737-8H4,737-800,2015.0,2015.0,CFM INTL,CFM56-7B,WN,175.0
N725SW,BOEING,737-7H4,737-700,1999.0,1999.0,CFM INTL,CFM56-7B,WN,143.0
N213WN,BOEING,737-7H4,737-700,2005.0,2005.0,CFM INTL,CFM56-7B,WN,143.0
N488WN,BOEING,737-7H4,737-700,2004.0,2004.0,CFM INTL,CFM56-7B,WN,143.0
N777QC,BOEING,737-7H4,737-700,2000.0,2000.0,CFM INTL,CFM56-7B,WN,143.0
N7747C,BOEING,737-7BD,737-700,2007.0,2014.0,CFM INTL,CFM56-7B,WN,143.0
N914WN,BOEING,737-7H4,737-700,2008.0,2008.0,CFM INTL,CFM56-7B,WN,143.0
N442WN,BOEING,737-7H4,737-700,2003.0,2003.0,CFM INTL,CFM56-7B,WN,143.0
N523SW,BOEING,737-5H4,737-500,1992.0,1992.0,CFM INTL,CFM56-3,WN,122.0
N618WN,BOEING,737-3H4,737-300,1995.0,1995.0,CFM INTL,CFM56-3,WN,137.0
N436WN,BOEING,737-7H4,737-700,2003.0,2003.0,CFM INTL,CFM56-7B,WN,143.0
N7702A,BOEING,737-7BD,737-700,2004.0,2012.0,CFM INTL,CFM56-7B,WN,143.0
N458WN,BOEING,737-7H4,737-700,2004.0,2004.0,CFM INTL,CFM56-7B,WN,143.0
N922WN,BOEING,737-7H4,737-700,2008.0,2009.0,CFM INTL,CFM56-7B,WN,143.0
N711HK,BOEING,737-7H4,737-700,1998.0,1998.0,CFM INTL,CFM56-7B,WN,143.0
N7832A,BOEING,737-79P,737-700,2003.0,2015.0,CFM INTL,CFM56-7B,WN,143.0
N948WN,BOEING,737-7H4,737-700,2010.0,2010.0,CFM INTL,CFM56-7B,WN,143.0
N8614M,BOEING,737-8H4,737-800,2013.0,2013.0,CFM INTL,CFM56-7B,WN,175.0
N551WN,BOEING,737-76Q,737-700,2001.0,2007.0,CFM INTL,CFM56-7B,WN,143.0
N435WN,BOEING,737-7H4,737-700,2003.0,2003.0,CFM INTL,CFM56-7B,WN,143.0
N7721E,BOEING,737-7BD,737-700,2006.0,2014.0,CFM INTL,CFM56-7B,WN,143.0
N626SW,BOEING,737-3H4,737-300,1996.0,2010.0,CFM INTL,CFM56-3,WN,137.0
N429WN,BOEING,737-7H4,737-700,2002.0,2003.0,CFM INTL,CFM56-7B,WN,143.0
N8315C,BOEING,737-8H4,737-800,2012.0,2012.0,CFM INTL,CFM56-7B,WN,175.0
N620SW,BOEING,737-3H4,737-300,1996.0,2018.0,CFM INTL,CFM56-3,WN,137.0
N774SW,BOEING,737-7H4,737-700,2000.0,2000.0,CFM INTL,CFM56-7B,WN,143.0
N287WN,BOEING,737-7H4,737-700,2007.0,2007.0,CFM INTL,CFM56-7B,WN,143.0
N705SW,BOEING,737-7H4,737-700,1998.0,1998.0,CFM INTL,CFM56-7B,WN,143.0
N648SW,BOEING,737-3H4,737-300,1997.0,1997.0,CFM INTL,CFM56-3,WN,137.0
N361SW,BOEING,737-3H4,737-300,1992.0,2017.0,CFM INTL,CFM56-3,WN,137.0
N8312C,BOEING,737-8H4,737-800,2012.0,2012.0,CFM INTL,CFM56-7B,WN,175.0
N8643A,BOEING,737-8H4,737-800,2014.0,2014.0,CFM INTL,CFM56-7B,WN,175.0
N8623F,BOEING,737-8H4,737-800,2013.0,2014.0,CFM INTL,CFM56-7B,WN,175.0
N8658A,BOEING,737-8H4,737-800,2015.0,2015.0,CFM INTL,CFM56-7B,WN,175.0
N707SA,BOEING,737-7H4,737-700,1998.0,1998.0,CFM INTL,CFM56-7B,WN,143.0
N8637A,BOEING,737-8H4,737-800,2014.0,2014.0,CFM INTL,CFM56-7B,WN,175.0
N643SW,BOEING,737-3H4,737-300,1997.0,2018.0,CFM INTL,CFM56-3,WN,137.0
N412WN,BOEING,737-7H4,737-700,2001.0,2002.0,CFM INTL,CFM56-7B,WN,143.0
N8674B,BOEING,737-8H4,737-800,2015.0,2015.0,CFM INTL,CFM56-7B,WN,175.0
N659SW,BOEING,737-301,737-300,1985.0,1998.0,CFM INTL,CFM56-3,WN,137.0
N8662F,BOEING,737-8H4,737-800,2015.0,2015.0,CFM INTL,CFM56-7B,WN,175.0
N759GS,BOEING,737-7H4,737-700,1999.0,2000.0,CFM INTL,CFM56-7B,WN,143.0
N451WN,BOEING,737-7H4,737-700,2004.0,2004.0,CFM INTL,CFM56-7B,WN,143.0
N650SW,BOEING,737-3H4,737-300,1997.0,1997.0,CFM INTL,CFM56-3,WN,137.0
N8630B,BOEING,737-8H4,737-800,2014.0,2014.0,CFM INTL,CFM56-7B,WN,175.0
N694SW,BOEING,737-3T5,737-300,1985.0,1997.0,CFM INTL,CFM56-3,WN,137.0
N433LV,BOEING,737-7H4,737-700,2003.0,2003.0,CFM INTL,CFM56-7B,WN,143.0
N920WN,BOEING,737-7H4,737-700,2008.0,2008.0,CFM INTL,CFM56-7B,WN,143.0
N724SW,BOEING,737-7H4,737-700,1999.0,1999.0,CFM INTL,CFM56-7B,WN,143.0
N242WN,BOEING,737-7H4,737-700,2006.0,2006.0,CFM INTL,CFM56-7B,WN,143.0
N265WN,BOEING,737-7H4,737-700,2007.0,2007.0,CFM INTL,CFM56-7B,WN,143.0
N783SW,BOEING,737-7H4,737-700,2000.0,2000.0,CFM INTL,CFM56-7B,WN,143.0
N229WN,BOEING,737-7H4,737-700,2006.0,2006.0,CFM INTL,CFM56-7B,WN,143.0
N7725A,BOEING,737-76N,737-700,2006.0,2006.0,CFM INTL,CFM56-7B,WN,143.0
N613SW,BOEING,737-3H4,737-300,1995.0,1995.0,CFM INTL,CFM56-3,WN,137.0
N468WN,BOEING,737-7H4,737-700,2004.0,2004.0,CFM INTL,CFM56-7B,WN,143.0
N8641B,BOEING,737-8H4,737-800,2014.0,2014.0,CFM INTL,CFM56-7B,WN,175.0
N408WN,BOEING,737-7H4,737-700,2001.0,2001.0,CFM INTL,CFM56-7B,WN,143.0
N253WN,BOEING,737-7H4,737-700,2006.0,2006.0,CFM INTL,CFM56-7B,WN,143.0
N950WN,BOEING,737-7H4,737-700,2010.0,2010.0,CFM INTL,CFM56-7B,WN,143.0
N720WN,BOEING,737-7H4,737-700,1998.0,1998.0,CFM INTL,CFM56-7B,WN,143.0
N773SA,BOEING,737-7H4,737-700,2000.0,2000.0,CFM INTL,CFM56-7B,WN,143.0
N279WN,BOEING,737-7H4,737-700,2007.0,2007.0,CFM INTL,CFM56-7B,WN,143.0
N8675A,BOEING,737-8H4,737-800,2015.0,2016.0,CFM INTL,CFM56-7B,WN,175.0
N8301J,BOEING,737-8H4,737-800,2012.0,2012.0,CFM INTL,CFM56-7B,WN,175.0
N459WN,BOEING,737-7H4,737-700,2004.0,2004.0,CFM INTL,CFM56-7B,WN,143.0
N354SW,BOEING,737-3H4,737-300,1991.0,1991.0,CFM INTL,CFM56-3,WN,137.0
N209WN,BOEING,737-7H4,737-700,2005.0,2005.0,CFM INTL,CFM56-7B,WN,143.0
N245WN,BOEING,737-7H4,737-700,2006.0,2006.0,CFM INTL,CFM56-7B,WN,143.0
N7717D,BOEING,737-76N,737-700,2005.0,2005.0,CFM INTL,CFM56-7B,WN,143.0
N8665D,BOEING,737-8H4,737-800,2015.0,2015.0,CFM INTL,CFM56-7B,WN,175.0
N368SW,BOEING,737-3H4,737-300,1993.0,1993.0,CFM INTL,CFM56-3,WN,137.0
N475WN,BOEING,737-7H4,737-700,2004.0,2004.0,CFM INTL,CFM56-7B,WN,143.0
N7714B,BOEING,737-76N,737-700,2004.0,2016.0,CFM INTL,CFM56-7B,WN,143.0
N296WN,BOEING,737-7H4,737-700,2007.0,2007.0,CFM INTL,CFM56-7B,WN,143.0
N8661A,BOEING,737-8H4,737-800,2015.0,2015.0,CFM INTL,CFM56-7B,WN,175.0
N709SW,BOEING,737-7H4,737-700,1998.0,1998.0,CFM INTL,CFM56-7B,WN,143.0
N710SW,BOEING,737-7H4,737-700,1998.0,1998.0,CFM INTL,CFM56-7B,WN,143.0
N770SA,BOEING,737-7H4,737-700,2000.0,2000.0,CFM INTL,CFM56-7B,WN,143.0
N281WN,BOEING,737-7H4,737-700,2007.0,2007.0,CFM INTL,CFM56-7B,WN,143.0
N900WN,BOEING,737-7H4,737-700,2007.0,2007.0,CFM INTL,CFM56-7B,WN,143.0
N712SW,BOEING,737-7H4,737-700,1998.0,1998.0,CFM INTL,CFM56-7B,WN,143.0
N762SW,BOEING,737-7H4,737-700,2000.0,2000.0,CFM INTL,CFM56-7B,WN,143.0
N651SW,BOEING,737-3H4,737-300,1997.0,2018.0,CFM INTL,CFM56-3,WN,137.0
N500WR,BOEING,737-8H4,737-800,2014.0,2014.0,CFM INTL,CFM56-7B,WN,175.0
N7704B,BOEING,737-7BD,737-700,2004.0,2012.0,CFM INTL,CFM56-7B,WN,143.0
N288WN,BOEING,737-7H4,737-700,2007.0,2007.0,CFM INTL,CFM56-7B,WN,143.0
N388SW,BOEING,737-3H4,737-300,1994.0,2018.0,CFM INTL,CFM56-3,WN,137.0
N470WN,BOEING,737-7H4,737-700,2004.0,2004.0,CFM INTL,CFM56-7B,WN,143.0
N757LV,BOEING,737-7H4,737-700,1999.0,1999.0,CFM INTL,CFM56-7B,WN,143.0
N447WN,BOEING,737-7H4,737-700,2003.0,2004.0,CFM INTL,CFM56-7B,WN,143.0
N449WN,BOEING,737-7H4,737-700,2003.0,2004.0,CFM INTL,CFM56-7B,WN,143.0
N201LV,BOEING,737-7H4,737-700,2005.0,2005.0,CFM INTL,CFM56-7B,WN,143.0
N413WN,BOEING,737-7H4,737-700,2001.0,2002.0,CFM INTL,CFM56-7B,WN,143.0
N630WN,BOEING,737-3H4,737-300,1996.0,2018.0,CFM INTL,CFM56-3,WN,137.0
N8668A,BOEING,737-8H4,737-800,2015.0,2015.0,CFM INTL,CFM56-7B,WN,175.0
N7739A,BOEING,737-7BD,737-700,2006.0,2012.0,CFM INTL,CFM56-7B,WN,143.0
N8672F,BOEING,737-8H4,737-800,2015.0,2015.0,CFM INTL,CFM56-7B,WN,175.0
N376SW,BOEING,737-3H4,737-300,1994.0,1994.0,CFM INTL,CFM56-3,WN,137.0
N423WN,BOEING,737-7H4,737-700,2002.0,2002.0,CFM INTL,CFM56-7B,WN,143.0
N7829B,BOEING,737-7CT,737-700,2003.0,2015.0,CFM INTL,CFM56-7B,WN,143.0
N223WN,BOEING,737-7H4,737-700,2005.0,2005.0,CFM INTL,CFM56-7B,WN,143.0
N708SW,BOEING,737-7H4,737-700,1998.0,1999.0,CFM INTL,CFM56-7B,WN,143.0
N367SW,BOEING,737-3H4,737-300,1993.0,1993.0,CFM INTL,CFM56-3,WN,137.0
N404WN,BOEING,737-7H4,737-700,2001.0,2001.0,CFM INTL,CFM56-7B,WN,143.0
N730SW,BOEING,737-7H4,737-700,1999.0,1999.0,CFM INTL,CFM56-7B,WN,143.0
N247WN,BOEING,737-7H4,737-700,2006.0,2006.0,CFM INTL,CFM56-7B,WN,143.0
N237WN,BOEING,737-7H4,737-700,2006.0,2006.0,CFM INTL,CFM56-7B,WN,143.0
N919WN,BOEING,737-7H4,737-700,2008.0,2008.0,CFM INTL,CFM56-7B,WN,143.0
N906WN,BOEING,737-7H4,737-700,2008.0,2008.0,CFM INTL,CFM56-7B,WN,143.0
N373SW,BOEING,737-3H4,737-300,1993.0,1993.0,CFM INTL,CFM56-3,WN,137.0
N568WN,BOEING,737-76N,737-700,2001.0,2015.0,CFM INTL,CFM56-7B,WN,143.0
N565WN,BOEING,737-76Q,737-700,2002.0,2014.0,CFM INTL,CFM56-7B,WN,143.0
N945WN,BOEING,737-7H4,737-700,2010.0,2010.0,CFM INTL,CFM56-7B,WN,143.0
N370SW,BOEING,737-3H4,737-300,1993.0,1993.0,CFM INTL,CFM56-3,WN,137.0
N8603F,BOEING,737-8H4,737-800,2012.0,2013.0,CFM INTL,CFM56-7B,WN,175.0
N274WN,BOEING,737-7H4,737-700,2007.0,2007.0,CFM INTL,CFM56-7B,WN,143.0
N418WN,BOEING,737-7H4,737-700,2001.0,2002.0,CFM INTL,CFM56-7B,WN,143.0
N7723E,BOEING,737-76N,737-700,2006.0,2006.0,CFM INTL,CFM56-7B,WN,143.0
N7738A,BOEING,737-7BD,737-700,2006.0,2012.0,CFM INTL,CFM56-7B,WN,143.0
N714CB,BOEING,737-7H4,737-700,1998.0,1998.0,CFM INTL,CFM56-7B,WN,143.0
N8318F,BOEING,737-8H4,737-800,2012.0,2012.0,CFM INTL,CFM56-7B,WN,175.0
N7815L,BOEING,737-76Q,737-700,2003.0,2013.0,CFM INTL,CFM56-7B,WN,143.0
N8321D,BOEING,737-8H4,737-800,2012.0,2012.0,CFM INTL,CFM56-7B,WN,175.0
N8626B,BOEING,737-8H4,737-800,2014.0,2014.0,CFM INTL,CFM56-7B,WN,175.0
N560WN,BOEING,737-790,737-700,2000.0,2014.0,CFM INTL,CFM56-7B,WN,143.0
N283WN,BOEING,737-7H4,737-700,2007.0,2007.0,CFM INTL,CFM56-7B,WN,143.0
N8676A,BOEING,737-8H4,737-800,2015.0,2016.0,CFM INTL,CFM56-7B,WN,175.0
N228WN,BOEING,737-7H4,737-700,2005.0,2006.0,CFM INTL,CFM56-7B,WN,143.0
N758SW,BOEING,737-7H4,737-700,1999.0,1999.0,CFM INTL,CFM56-7B,WN,143.0
N8653A,BOEING,737-8H4,737-800,2014.0,2015.0,CFM INTL,CFM56-7B,WN,175.0
N252WN,BOEING,737-7H4,737-700,2006.0,2006.0,CFM INTL,CFM56-7B,WN,143.0
N8316H,BOEING,737-8H4,737-800,2012.0,2012.0,CFM INTL,CFM56-7B,WN,175.0
N642WN,BOEING,737-3H4,737-300,1997.0,2017.0,CFM INTL,CFM56-3,WN,137.0
N219WN,BOEING,737-7H4,737-700,2005.0,2005.0,CFM INTL,CFM56-7B,WN,143.0
N378SW,BOEING,737-3H4,737-300,1994.0,1994.0,CFM INTL,CFM56-3,WN,137.0
N631SW,BOEING,737-3H4,737-300,1996.0,2018.0,CFM INTL,CFM56-3,WN,137.0
N684WN,BOEING,737-3T0,737-300,1988.0,2013.0,CFM INTL,CFM56-3,WN,137.0
N8650F,BOEING,737-8H4,737-800,2014.0,2014.0,CFM INTL,CFM56-7B,WN,175.0
N527SW,BOEING,737-5H4,737-500,1992.0,1992.0,CFM INTL,CFM56-3,WN,122.0
N398SW,BOEING,737-3H4,737-300,1995.0,2018.0,CFM INTL,CFM56-3,WN,137.0
7819A,BOEING,737-7Q8,737-700,2002.0,2014.0,CFM INTL,CFM56-7B,WN,143.0
N345SA,BOEING,737-3K2,737-300,1987.0,2016.0,CFM INTL,CFM56-3,WN,137.0
N278WN,BOEING,737-7H4,737-700,2007.0,2007.0,CFM INTL,CFM56-7B,WN,143.0
N775SW,BOEING,737-7H4,737-700,2000.0,2000.0,CFM INTL,CFM56-7B,WN,143.0
N7722B,BOEING,737-76N,737-700,2006.0,2006.0,CFM INTL,CFM56-7B,WN,143.0
N214WN,BOEING,737-7H4,737-700,2005.0,2005.0,CFM INTL,CFM56-7B,WN,143.0
N7724A,BOEING,737-7BD,737-700,2009.0,2013.0,CFM INTL,CFM56-7B,WN,143.0
N740SW,BOEING,737-7H4,737-700,1998.0,1999.0,CFM INTL,CFM56-7B,WN,143.0
N8302F,BOEING,737-8H4,737-800,2012.0,2012.0,CFM INTL,CFM56-7B,WN,175.0
N621SW,BOEING,737-3H4,737-300,1996.0,2018.0,CFM INTL,CFM56-3,WN,137.0
N665WN,BOEING,737-3Y0,737-300,1986.0,2012.0,CFM INTL,CFM56-3,WN,137.0
N230WN,BOEING,737-7H4,737-700,2006.0,2006.0,CFM INTL,CFM56-7B,WN,143.0
N369SW,BOEING,737-3H4,737-300,1993.0,1993.0,CFM INTL,CFM56-3,WN,137.0
N375SW,BOEING,737-3H4,737-300,1993.0,1993.0,CFM INTL,CFM56-3,WN,137.0
N909WN,BOEING,737-7H4,737-700,2008.0,2008.0,CFM INTL,CFM56-7B,WN,143.0
N748SW,BOEING,737-7H4,737-700,1999.0,1999.0,CFM INTL,CFM56-7B,WN,143.0
N379SW,BOEING,737-3H4,737-300,1994.0,1994.0,CFM INTL,CFM56-3,WN,137.0
N955WN,BOEING,737-7H4,737-700,2011.0,2011.0,CFM INTL,CFM56-7B,WN,143.0
N7750A,BOEING,737-7BD,737-700,2008.0,2014.0,CFM INTL,CFM56-7B,WN,143.0
