tail_num,mfr_name,model,year,cert_year,eng_mfr_name,eng_model,aircraft_type,carrier
N69840,BOEING,737-924ER,2015.0,2015.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,UA
N37464,BOEING,737-924ER,2012.0,2012.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,UA
N67815,BOEING,737-924ER,2014.0,2014.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,UA
N13718,BOEING,737-724,1999.0,1999.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,UA
N27421,BOEING,737-924ER,2008.0,2008.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,UA
N838UA,AIRBUS,A319-131,2001.0,2013.0,IAE,V2522-A5,Fixed Wing Multi-Engine,UA
N68823,BOEING,737-924ER,2014.0,2014.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,UA
N76517,BOEING,737-824,2008.0,2008.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,UA
N69826,BOEING,737-924ER,2014.0,2014.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,UA
N492UA,AIRBUS,A320-232,2002.0,2013.0,IAE,V2527-A5,Fixed Wing Multi-Engine,UA
N73291,BOEING,737-824,2004.0,2004.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,UA
N38268,BOEING,737-824,2001.0,2001.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,UA
N16701,BOEING,737-724,1998.0,1998.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,UA
N497UA,AIRBUS,A320-232,2002.0,2013.0,IAE,V2527-A5,Fixed Wing Multi-Engine,UA
N37281,BOEING,737-824,2003.0,2003.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,UA
N37462,BOEING,737-924ER,2012.0,2012.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,UA
N75861,BOEING,757-33N,2001.0,2001.0,ROLLS-ROYC,RB211-535E4C,Fixed Wing Multi-Engine,UA
N823UA,AIRBUS,A319-131,1998.0,2013.0,IAE,V2522-A5,Fixed Wing Multi-Engine,UA
N37413,BOEING,737-924ER,2008.0,2008.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,UA
N45440,BOEING,737-924ER,2009.0,2009.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,UA
N455UA,AIRBUS,A320-232,1999.0,2013.0,IAE,V2527-A5,Fixed Wing Multi-Engine,UA
N76522,BOEING,737-824,2010.0,2010.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,UA
N76508,BOEING,737-824,2008.0,2008.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,UA
N37420,BOEING,737-924ER,2008.0,2008.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,UA
N33132,BOEING,757-224,1998.0,1998.0,ROLLS-ROYC,RB211-535E4B,Fixed Wing Multi-Engine,UA
N587UA,BOEING,757-222,1993.0,2013.0,P & W,PW2040,Fixed Wing Multi-Engine,UA
N27901,BOEING,787-8,2012.0,2012.0,GE,GENX-1B70,Fixed Wing Multi-Engine,UA
N29129,BOEING,757-224,1998.0,1998.0,ROLLS-ROYC,RB211-535E4B,Fixed Wing Multi-Engine,UA
N33264,BOEING,737-824,2001.0,2001.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,UA
N668UA,BOEING,767-322ER,1999.0,2013.0,P & W,PW4060,Fixed Wing Multi-Engine,UA
N36207,BOEING,737-824,2000.0,2000.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,UA
N61882,BOEING,737-924ER,2015.0,2015.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,UA
N18112,BOEING,757-224,1995.0,2014.0,ROLLS-ROYC,RB211-535E4B,Fixed Wing Multi-Engine,UA
N26226,BOEING,737-824,1998.0,1998.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,UA
N76523,BOEING,737-824,2010.0,2010.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,UA
N15751,BOEING,737-71Q,1999.0,2015.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,UA
N13227,BOEING,737-824,1999.0,1999.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,UA
N68061,BOEING,767-424ER,2002.0,2002.0,GE,CF6-80C2,Fixed Wing Multi-Engine,UA
N26123,BOEING,757-224,1997.0,2012.0,ROLLS-ROYC,RB211-535E4B,Fixed Wing Multi-Engine,UA
N14250,BOEING,737-824,1999.0,2000.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,UA
N16703,BOEING,737-724,1998.0,1998.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,UA
N48127,BOEING,757-224,1998.0,1998.0,ROLLS-ROYC,RB211-535E4B,Fixed Wing Multi-Engine,UA
N435UA,AIRBUS,A320-232,1996.0,2013.0,IAE,V2527-A5,Fixed Wing Multi-Engine,UA
N72405,BOEING,737-924,2001.0,2001.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,UA
N69829,BOEING,737-924ER,2014.0,2014.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,UA
N29124,BOEING,757-224,1998.0,1998.0,ROLLS-ROYC,RB211-535E4B,Fixed Wing Multi-Engine,UA
N77518,BOEING,737-824,2008.0,2008.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,UA
N81449,BOEING,737-924ER,2012.0,2012.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,UA
N67812,BOEING,737-924ER,2014.0,2014.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,UA
N37409,BOEING,737-924,2001.0,2001.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,UA
N14235,BOEING,737-824,1999.0,1999.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,UA
N79279,BOEING,737-824,2003.0,2003.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,UA
N14731,BOEING,737-724,1999.0,1999.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,UA
N73276,BOEING,737-824,2002.0,2002.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,UA
N38446,BOEING,737-924ER,2012.0,2012.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,UA
N34137,BOEING,757-224,1999.0,1999.0,ROLLS-ROYC,RB211-535E4B,Fixed Wing Multi-Engine,UA
N75428,BOEING,737-924ER,2008.0,2008.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,UA
N87513,BOEING,737-824,2008.0,2008.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,UA
N73445,BOEING,737-924ER,2011.0,2011.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,UA
N853UA,AIRBUS,A319-131,2002.0,2002.0,IAE,V2522-A5,Fixed Wing Multi-Engine,UA
N27722,BOEING,737-724,1999.0,1999.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,UA
N469UA,AIRBUS,A320-232,2001.0,2013.0,IAE,V2527-A5,Fixed Wing Multi-Engine,UA
N12225,BOEING,737-824,1998.0,2017.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,UA
N57855,BOEING,757-324,2004.0,2004.0,ROLLS-ROYC,RB211-535E4C,Fixed Wing Multi-Engine,UA
N76515,BOEING,737-824,2008.0,2008.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,UA
N34131,BOEING,757-224,1998.0,1998.0,ROLLS-ROYC,RB211-535E4B,Fixed Wing Multi-Engine,UA
N19141,BOEING,757-224,2000.0,2000.0,ROLLS-ROYC,RB211-535E4B,Fixed Wing Multi-Engine,UA
N14704,BOEING,737-724,1998.0,1998.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,UA
N78506,BOEING,737-824,2006.0,2006.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,UA
N819UA,AIRBUS,A319-131,1998.0,2013.0,IAE,V2522-A5,Fixed Wing Multi-Engine,UA
N76254,BOEING,737-824,2000.0,2000.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,UA
N13248,BOEING,737-824,1999.0,1999.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,UA
N75851,BOEING,757-324,2001.0,2001.0,ROLLS-ROYC,RB211-535E4C,Fixed Wing Multi-Engine,UA
N824UA,AIRBUS,A319-131,1999.0,2013.0,IAE,V2522-A5,Fixed Wing Multi-Engine,UA
N12216,BOEING,737-824,1998.0,2018.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,UA
N73406,BOEING,737-924,2001.0,2001.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,UA
N24224,BOEING,737-824,1998.0,2017.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,UA
N676UA,BOEING,767-322ER,2001.0,2013.0,P & W,PW4060,Fixed Wing Multi-Engine,UA
N69806,BOEING,737-924ER,2013.0,2013.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,UA
N77430,BOEING,737-924ER,2009.0,2009.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,UA
N75425,BOEING,737-924ER,2008.0,2008.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,UA
N842UA,AIRBUS,A319-131,2001.0,2013.0,IAE,V2522-A5,Fixed Wing Multi-Engine,UA
N68821,BOEING,737-924ER,2014.0,2014.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,UA
N33209,BOEING,737-824,2000.0,2000.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,UA
N16234,BOEING,737-824,1999.0,1999.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,UA
N23721,BOEING,737-724,1999.0,1999.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,UA
N66841,BOEING,737-924ER,2015.0,2015.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,UA
N14120,BOEING,757-224,1997.0,2012.0,ROLLS-ROYC,RB211-535E4B,Fixed Wing Multi-Engine,UA
N37466,BOEING,737-924ER,2013.0,2013.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,UA
N452UA,AIRBUS,A320-232,1999.0,2013.0,IAE,V2527-A5,Fixed Wing Multi-Engine,UA
N76529,BOEING,737-824,2010.0,2010.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,UA
N488UA,AIRBUS,A320-232,2002.0,2013.0,IAE,V2527-A5,Fixed Wing Multi-Engine,UA
N21108,BOEING,757-224,1994.0,2014.0,ROLLS-ROYC,RB211-535E4B,Fixed Wing Multi-Engine,UA
N14107,BOEING,757-224,1994.0,2016.0,ROLLS-ROYC,RB211-535E4B,Fixed Wing Multi-Engine,UA
N18223,BOEING,737-824,1998.0,2017.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,UA
N14106,BOEING,757-224,1994.0,2016.0,ROLLS-ROYC,RB211-535E4B,Fixed Wing Multi-Engine,UA
N69838,BOEING,737-924ER,2014.0,2014.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,UA
N14219,BOEING,737-824,1998.0,2018.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,UA
N416UA,AIRBUS,A320-232,1994.0,2004.0,IAE,V2527-A5,Fixed Wing Multi-Engine,UA
N37274,BOEING,737-824,2002.0,2002.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,UA
N835UA,AIRBUS,A319-131,2001.0,2013.0,IAE,V2522-A5,Fixed Wing Multi-Engine,UA
N12109,BOEING,757-224,1994.0,2014.0,ROLLS-ROYC,RB211-535E4B,Fixed Wing Multi-Engine,UA
N14237,BOEING,737-824,1999.0,1999.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,UA
N661UA,BOEING,767-322ER,1993.0,2005.0,P & W,PW4060,Fixed Wing Multi-Engine,UA
N14249,BOEING,737-824,1999.0,1999.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,UA
N38403,BOEING,737-924,2001.0,2001.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,UA
N69847,BOEING,737-924ER,2015.0,2015.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,UA
N18243,BOEING,737-824,1999.0,1999.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,UA
N39463,BOEING,737-924ER,2012.0,2012.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,UA
N498UA,AIRBUS,A320-232,2002.0,2013.0,IAE,V2527-A5,Fixed Wing Multi-Engine,UA
N852UA,AIRBUS,A319-131,2002.0,2013.0,IAE,V2522-A5,Fixed Wing Multi-Engine,UA
N16709,BOEING,737-724,1998.0,2017.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,UA
N69830,BOEING,737-924ER,2014.0,2014.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,UA
N26208,BOEING,737-824,2000.0,2000.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,UA
N27213,BOEING,737-824,1998.0,2017.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,UA
N73283,BOEING,737-824,2004.0,2004.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,UA
N30401,BOEING,737-924,2001.0,2001.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,UA
N17730,BOEING,737-724,1999.0,1999.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,UA
N26215,BOEING,737-824,1998.0,2017.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,UA
N13750,BOEING,737-724,1999.0,1999.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,UA
N17128,BOEING,757-224,1998.0,1998.0,ROLLS-ROYC,RB211-535E4B,Fixed Wing Multi-Engine,UA
N17229,BOEING,737-824,1999.0,1999.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,UA
N69833,BOEING,737-924ER,2014.0,2014.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,UA
N598UA,BOEING,757-222,1999.0,2013.0,P & W,PW2040,Fixed Wing Multi-Engine,UA
N422UA,AIRBUS,A320-232,1995.0,2004.0,IAE,V2527-A5,Fixed Wing Multi-Engine,UA
N59053,BOEING,767-424ER,2000.0,2000.0,GE,CF6-80C2,Fixed Wing Multi-Engine,UA
N212UA,BOEING,777-222,2000.0,2013.0,P & W,PW4077,Fixed Wing Multi-Engine,UA
N13138,BOEING,757-224,1999.0,2000.0,ROLLS-ROYC,RB211-535E4B,Fixed Wing Multi-Engine,UA
N16713,BOEING,737-724,1998.0,1998.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,UA
N433UA,AIRBUS,A320-232,1996.0,2013.0,IAE,V2527-A5,Fixed Wing Multi-Engine,UA
N782UA,BOEING,777-222ER,1997.0,2013.0,P & W,PW4090,Fixed Wing Multi-Engine,UA
N490UA,AIRBUS,A320-232,2002.0,2013.0,IAE,V2527-A5,Fixed Wing Multi-Engine,UA
N451UA,AIRBUS,A320-232,1998.0,2013.0,IAE,V2527-A5,Fixed Wing Multi-Engine,UA
N24706,BOEING,737-724,1998.0,2017.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,UA
N14115,BOEING,757-224,1995.0,1995.0,ROLLS-ROYC,RB211-535E4B,Fixed Wing Multi-Engine,UA
N57864,BOEING,757-33N,2001.0,2006.0,ROLLS-ROYC,RB211-535E4C,Fixed Wing Multi-Engine,UA
N68880,BOEING,737-924ER,2015.0,2015.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,UA
N478UA,AIRBUS,A320-232,2001.0,2013.0,IAE,V2527-A5,Fixed Wing Multi-Engine,UA
N543UA,BOEING,757-222,1991.0,2013.0,P & W,PW2040,Fixed Wing Multi-Engine,UA
N813UA,AIRBUS,A319-131,1998.0,2013.0,IAE,V2522-A5,Fixed Wing Multi-Engine,UA
N550UA,BOEING,757-222,1992.0,2014.0,P & W,PW2040,Fixed Wing Multi-Engine,UA
N37287,BOEING,737-824,2004.0,2018.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,UA
N19117,BOEING,757-224,1996.0,2013.0,ROLLS-ROYC,RB211-535E4B,Fixed Wing Multi-Engine,UA
N429UA,AIRBUS,A320-232,1995.0,2004.0,IAE,V2527-A5,Fixed Wing Multi-Engine,UA
N66831,BOEING,737-924ER,2014.0,2014.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,UA
N77261,BOEING,737-824,2001.0,2001.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,UA
N63890,BOEING,737-924ER,2015.0,2015.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,UA
N806UA,AIRBUS,A319-131,1998.0,2013.0,IAE,V2522-A5,Fixed Wing Multi-Engine,UA
N27908,BOEING,787-8,2013.0,2013.0,GE,GENX-1B70,Fixed Wing Multi-Engine,UA
N54241,BOEING,737-824,1999.0,1999.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,UA
N28478,BOEING,737-924ER,2013.0,2013.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,UA
N14228,BOEING,737-824,1999.0,1999.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,UA
N28912,BOEING,787-8,2014.0,2014.0,GE,GENX-1B70,Fixed Wing Multi-Engine,UA
N35260,BOEING,737-824,2001.0,2001.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,UA
N62889,BOEING,737-924ER,2015.0,2015.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,UA
N69816,BOEING,737-924ER,2014.0,2014.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,UA
N403UA,AIRBUS,A320-232,1993.0,2016.0,IAE,V2527-A5,Fixed Wing Multi-Engine,UA
N87512,BOEING,737-824,2008.0,2008.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,UA
N38955,BOEING,787-9,2015.0,2015.0,GE,GENX-1B74/75/,Fixed Wing Multi-Engine,UA
N39475,BOEING,737-924ER,2013.0,2013.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,UA
N13110,BOEING,757-224,1994.0,2014.0,ROLLS-ROYC,RB211-535E4B,Fixed Wing Multi-Engine,UA
N76519,BOEING,737-824,2009.0,2010.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,UA
N47414,BOEING,737-924ER,2008.0,2008.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,UA
N414UA,AIRBUS,A320-232,1994.0,2018.0,IAE,V2527-A5,Fixed Wing Multi-Engine,UA
N34222,BOEING,737-824,1998.0,1998.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,UA
N833UA,AIRBUS,A319-131,2000.0,2013.0,IAE,V2522-A5,Fixed Wing Multi-Engine,UA
N844UA,AIRBUS,A319-131,2001.0,2013.0,IAE,V2522-A5,Fixed Wing Multi-Engine,UA
N62883,BOEING,737-924ER,2015.0,2015.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,UA
N461UA,AIRBUS,A320-232,2000.0,2013.0,IAE,V2527-A5,Fixed Wing Multi-Engine,UA
N410UA,AIRBUS,A320-232,1994.0,2016.0,IAE,V2527-A5,Fixed Wing Multi-Engine,UA
N76504,BOEING,737-824,2006.0,2006.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,UA
N24702,BOEING,737-724,1998.0,1998.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,UA
N405UA,AIRBUS,A320-232,1993.0,2017.0,IAE,V2527-A5,Fixed Wing Multi-Engine,UA
N68843,BOEING,737-924ER,2015.0,2015.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,UA
N26909,BOEING,787-8,2014.0,2014.0,GE,GENX-1B70,Fixed Wing Multi-Engine,UA
N75429,BOEING,737-924ER,2008.0,2008.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,UA
N57852,BOEING,757-324,2001.0,2001.0,ROLLS-ROYC,RB211-535E4C,Fixed Wing Multi-Engine,UA
N19951,BOEING,787-9,2014.0,2014.0,GE,GENX-1B74/75/,Fixed Wing Multi-Engine,UA
N18119,BOEING,757-224,1997.0,2012.0,ROLLS-ROYC,RB211-535E4B,Fixed Wing Multi-Engine,UA
N39415,BOEING,737-924ER,2008.0,2008.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,UA
N66808,BOEING,737-924ER,2013.0,2013.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,UA
N37470,BOEING,737-924ER,2013.0,2013.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,UA
N14230,BOEING,737-824,1999.0,1999.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,UA
N17233,BOEING,737-824,1999.0,1999.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,UA
N68842,BOEING,737-924ER,2015.0,2015.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,UA
N12116,BOEING,757-224,1996.0,2013.0,ROLLS-ROYC,RB211-535E4B,Fixed Wing Multi-Engine,UA
N430UA,AIRBUS,A320-232,1996.0,2005.0,IAE,V2527-A5,Fixed Wing Multi-Engine,UA
N57111,BOEING,757-224,1994.0,2013.0,ROLLS-ROYC,RB211-535E4B,Fixed Wing Multi-Engine,UA
N26910,BOEING,787-8,2014.0,2014.0,GE,GENX-1B70,Fixed Wing Multi-Engine,UA
N39461,BOEING,737-924ER,2012.0,2012.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,UA
N57869,BOEING,757-33N,2002.0,2002.0,ROLLS-ROYC,RB211-535E4C,Fixed Wing Multi-Engine,UA
N37419,BOEING,737-924ER,2008.0,2008.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,UA
N87531,BOEING,737-824,2011.0,2011.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,UA
N39416,BOEING,737-924ER,2008.0,2008.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,UA
N64844,BOEING,737-924ER,2015.0,2015.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,UA
N14102,BOEING,757-224,1994.0,2017.0,ROLLS-ROYC,RB211-535E4B,Fixed Wing Multi-Engine,UA
N61886,BOEING,737-924ER,2015.0,2015.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,UA
N17122,BOEING,757-224,1997.0,2012.0,ROLLS-ROYC,RB211-535E4B,Fixed Wing Multi-Engine,UA
N78448,BOEING,737-924ER,2012.0,2012.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,UA
N449UA,AIRBUS,A320-232,1998.0,2013.0,IAE,V2527-A5,Fixed Wing Multi-Engine,UA
N75435,BOEING,737-924ER,2009.0,2009.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,UA
N69818,BOEING,737-924ER,2014.0,2014.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,UA
N45956,BOEING,787-9,2015.0,2015.0,GE,GENX-1B74/75/,Fixed Wing Multi-Engine,UA
N459UA,AIRBUS,A320-232,2000.0,2013.0,IAE,V2527-A5,Fixed Wing Multi-Engine,UA
N66051,BOEING,767-424ER,2000.0,2000.0,GE,CF6-80C2,Fixed Wing Multi-Engine,UA
N119UA,BOEING,747-422,1999.0,2013.0,P & W,PW4056,Fixed Wing Multi-Engine,UA
N29717,BOEING,737-724,1999.0,1999.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,UA
N479UA,AIRBUS,A320-232,2001.0,2013.0,IAE,V2527-A5,Fixed Wing Multi-Engine,UA
N36469,BOEING,737-924ER,2013.0,2013.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,UA
N77525,BOEING,737-824,2010.0,2010.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,UA
N24202,BOEING,737-824,2000.0,2000.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,UA
N38451,BOEING,737-924ER,2012.0,2012.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,UA
N27205,BOEING,737-824,2000.0,2000.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,UA
N817UA,AIRBUS,A319-131,1998.0,2013.0,IAE,V2522-A5,Fixed Wing Multi-Engine,UA
N37456,BOEING,737-924ER,2012.0,2012.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,UA
N483UA,AIRBUS,A320-232,2001.0,2002.0,IAE,V2527-A5,Fixed Wing Multi-Engine,UA
N408UA,AIRBUS,A320-232,1994.0,2016.0,IAE,V2527-A5,Fixed Wing Multi-Engine,UA
N36962,BOEING,787-9,2015.0,2015.0,GE,GENX-1B74/75/,Fixed Wing Multi-Engine,UA
N589UA,BOEING,757-222,1997.0,2013.0,P & W,PW2040,Fixed Wing Multi-Engine,UA
N27903,BOEING,787-8,2012.0,2012.0,GE,GENX-1B70,Fixed Wing Multi-Engine,UA
N76526,BOEING,737-824,2010.0,2010.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,UA
N15710,BOEING,737-724,1998.0,2017.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,UA
N471UA,AIRBUS,A320-232,2001.0,2013.0,IAE,V2527-A5,Fixed Wing Multi-Engine,UA
N24212,BOEING,737-824,1998.0,2017.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,UA
N45905,BOEING,787-8,2012.0,2012.0,GE,GENX-1B70,Fixed Wing Multi-Engine,UA
N33714,BOEING,737-724,1998.0,2018.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,UA
N66848,BOEING,737-924ER,2015.0,2015.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,UA
N27246,BOEING,737-824,1999.0,1999.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,UA
N14214,BOEING,737-824,1998.0,2018.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,UA
N38950,BOEING,787-9,2014.0,2014.0,GE,GENX-1B74/75/,Fixed Wing Multi-Engine,UA
N24715,BOEING,737-724,1998.0,2017.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,UA
N66056,BOEING,767-424ER,2001.0,2001.0,GE,CF6-80C2,Fixed Wing Multi-Engine,UA
N768UA,BOEING,777-222,1995.0,2013.0,P & W,PW4077,Fixed Wing Multi-Engine,UA
N87527,BOEING,737-824,2010.0,2010.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,UA
N568UA,BOEING,757-222,1992.0,2013.0,P & W,PW2040,Fixed Wing Multi-Engine,UA
N667UA,BOEING,767-322ER,1998.0,2013.0,P & W,PW4060,Fixed Wing Multi-Engine,UA
N66828,BOEING,737-924ER,2014.0,2014.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,UA
N35204,BOEING,737-824,2000.0,2000.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,UA
N38467,BOEING,737-924ER,2013.0,2013.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,UA
N665UA,BOEING,767-322ER,1998.0,2004.0,P & W,PW4060,Fixed Wing Multi-Engine,UA
N38459,BOEING,737-924ER,2012.0,2012.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,UA
N428UA,AIRBUS,A320-232,1995.0,2004.0,IAE,V2527-A5,Fixed Wing Multi-Engine,UA
N69059,BOEING,767-424ER,2002.0,2002.0,GE,CF6-80C2,Fixed Wing Multi-Engine,UA
N29907,BOEING,787-8,2013.0,2013.0,GE,GENX-1B70,Fixed Wing Multi-Engine,UA
N13954,BOEING,787-9,2015.0,2015.0,GE,GENX-1B74/75/,Fixed Wing Multi-Engine,UA
N672UA,BOEING,767-322ER,1999.0,2013.0,P & W,PW4060,Fixed Wing Multi-Engine,UA
