tail_num,mfr_name,model,year,cert_year,eng_mfr_name,eng_model,aircraft_type,carrier
N4XFAA,MCDONNELL DOUGLAS,DC-9-83(MD-83),1997.0,1997.0,P & W,JT8D-219,Fixed Wing Multi-Engine,AA
N4YSAA,MCDONNELL DOUGLAS,DC-9-83(MD-83),1999.0,1999.0,P & W,JT8D-219,Fixed Wing Multi-Engine,AA
N4XXAA,MCDONNELL DOUGLAS,DC-9-83(MD-83),1999.0,1999.0,P & W,JT8D-219,Fixed Wing Multi-Engine,AA
N4XEAA,MCDONNELL DOUGLAS,DC-9-83(MD-83),1997.0,1997.0,P & W,JT8D-219,Fixed Wing Multi-Engine,AA
N477AA,MCDONNELL DOUGLAS,DC-9-82(MD-82),1988.0,2017.0,P & W,JT8D-217,Fixed Wing Multi-Engine,AA
N437AA,MCDONNELL DOUGLAS,DC-9-83(MD-83),1987.0,2018.0,P & W,JT8D-219,Fixed Wing Multi-Engine,AA
N484AA,MCDONNELL DOUGLAS,DC-9-82(MD-82),1988.0,2017.0,P & W,JT8D-217,Fixed Wing Multi-Engine,AA
N403AA,MCDONNELL DOUGLAS,DC-9-82(MD-82),1986.0,2017.0,P & W,JT8D-217,Fixed Wing Multi-Engine,AA
N4XUAA,MCDONNELL DOUGLAS,DC-9-83(MD-83),1999.0,1999.0,P & W,JT8D-219,Fixed Wing Multi-Engine,AA
N486AA,MCDONNELL DOUGLAS,DC-9-82(MD-82),1988.0,2017.0,P & W,JT8D-217,Fixed Wing Multi-Engine,AA
N4XJAA,MCDONNELL DOUGLAS,DC-9-83(MD-83),1998.0,1998.0,P & W,JT8D-219,Fixed Wing Multi-Engine,AA
N467AA,MCDONNELL DOUGLAS,DC-9-82(MD-82),1988.0,2017.0,P & W,JT8D-217,Fixed Wing Multi-Engine,AA
N4YTAA,MCDONNELL DOUGLAS,DC-9-83(MD-83),1999.0,1999.0,P & W,JT8D-219,Fixed Wing Multi-Engine,AA
N570AA,MCDONNELL DOUGLAS,DC-9-83(MD-83),1987.0,2017.0,P & W,JT8D-219,Fixed Wing Multi-Engine,AA
N4XMAA,MCDONNELL DOUGLAS,DC-9-83(MD-83),1998.0,1998.0,P & W,JT8D-219,Fixed Wing Multi-Engine,AA
N479AA,MCDONNELL DOUGLAS,DC-9-82(MD-82),1988.0,2017.0,P & W,JT8D-217,Fixed Wing Multi-Engine,AA
N4XDAA,MCDONNELL DOUGLAS,DC-9-83(MD-83),1997.0,2001.0,P & W,JT8D-219,Fixed Wing Multi-Engine,AA
N474AA,MCDONNELL DOUGLAS,DC-9-82(MD-82),1988.0,2016.0,P & W,JT8D-217,Fixed Wing Multi-Engine,AA
N3LPAA,BOEING,737-823,2014.0,2014.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,AA
N3MDAA,BOEING,737-823,2014.0,2014.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,AA
N3JFAA,BOEING,737-823,2012.0,2012.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,AA
N3LYAA,BOEING,737-823,2014.0,2014.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,AA
N3LSAA,BOEING,737-823,2014.0,2014.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,AA
N3CUAA,BOEING,737-823,2001.0,2001.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,AA
N3MJAA,BOEING,737-823,2015.0,2015.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,AA
N3EWAA,BOEING,737-823,2009.0,2009.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,AA
N3HYAA,BOEING,737-823,2012.0,2012.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,AA
N3CYAA,BOEING,737-823,2001.0,2001.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,AA
N3JJAA,BOEING,737-823,2012.0,2012.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,AA
N3EEAA,BOEING,737-823,2009.0,2009.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,AA
N3BGAA,BOEING,737-823,2000.0,2000.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,AA
N3CLAA,BOEING,737-823,2001.0,2001.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,AA
N3AVAA,BOEING,737-823,1999.0,1999.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,AA
N3GXAA,BOEING,737-823,2010.0,2010.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,AA
N3FYAA,BOEING,737-823,2010.0,2010.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,AA
N3ENAA,BOEING,737-823,2009.0,2009.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,AA
N3AXAA,BOEING,737-823,1999.0,1999.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,AA
N3ELAA,BOEING,737-823,2009.0,2009.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,AA
N3MVAA,BOEING,737-823,2015.0,2015.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,AA
N3GCAA,BOEING,737-823,2010.0,2010.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,AA
N3GUAA,BOEING,737-823,2010.0,2010.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,AA
N3GYAA,BOEING,737-823,2011.0,2011.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,AA
N3MMAA,BOEING,737-823,2014.0,2015.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,AA
N3KXAA,BOEING,737-823,2013.0,2013.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,AA
N3NBAA,BOEING,737-823,2015.0,2015.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,AA
N3LAAA,BOEING,737-823,2013.0,2013.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,AA
N3JMAA,BOEING,737-823,2012.0,2012.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,AA
N3CMAA,BOEING,737-823,2001.0,2001.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,AA
N3BMAA,BOEING,737-823,2000.0,2000.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,AA
N3ARAA,BOEING,737-823,1999.0,1999.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,AA
N3JKAA,BOEING,737-823,2012.0,2012.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,AA
N3AGAA,BOEING,737-823,1999.0,1999.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,AA
N3KYAA,BOEING,737-823,2013.0,2013.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,AA
N3GKAA,BOEING,737-823,2010.0,2010.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,AA
N3KCAA,BOEING,737-823,2013.0,2013.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,AA
N3KWAA,BOEING,737-823,2013.0,2013.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,AA
N3CVAA,BOEING,737-823,2001.0,2001.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,AA
N3CWAA,BOEING,737-823,2001.0,2001.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,AA
N3KUAA,BOEING,737-823,2013.0,2013.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,AA
N3HLAA,BOEING,737-823,2011.0,2011.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,AA
N3BAAA,BOEING,737-823,1999.0,2008.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,AA
N3FHAA,BOEING,737-823,2010.0,2010.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,AA
N3FRAA,BOEING,737-823,2010.0,2010.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,AA
N3ERAA,BOEING,737-823,2009.0,2009.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,AA
N3DUAA,BOEING,737-823,2009.0,2009.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,AA
N3ALAA,BOEING,737-823,1999.0,1999.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,AA
N3EFAA,BOEING,737-823,2009.0,2009.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,AA
N3EPAA,BOEING,737-823,2009.0,2009.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,AA
N3JEAA,BOEING,737-823,2012.0,2012.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,AA
N3NDAA,BOEING,737-823,2016.0,2016.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,AA
N3HCAA,BOEING,737-823,2011.0,2011.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,AA
N3ASAA,BOEING,737-823,1999.0,1999.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,AA
N3HTAA,BOEING,737-823,2012.0,2012.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,AA
N3EJAA,BOEING,737-823,2009.0,2009.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,AA
N3HEAA,BOEING,737-823,2011.0,2011.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,AA
N3KHAA,BOEING,737-823,2013.0,2013.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,AA
N3KNAA,BOEING,737-823,2013.0,2013.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,AA
N3DNAA,BOEING,737-823,2009.0,2009.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,AA
N3GAAA,BOEING,737-823,2010.0,2010.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,AA
N3CCAA,BOEING,737-823,2000.0,2000.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,AA
N3AHAA,BOEING,737-823,1999.0,1999.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,AA
N3DAAA,BOEING,737-823,2001.0,2001.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,AA
N3GJAA,BOEING,737-823,2010.0,2010.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,AA
N3ANAA,BOEING,737-823,1999.0,1999.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,AA
N3KBAA,BOEING,737-823,2013.0,2013.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,AA
N3FNAA,BOEING,737-823,2010.0,2010.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,AA
N850AA,AIRBUS,A321-231,2014.0,2014.0,IAE,V2533-A5,Fixed Wing Multi-Engine,AA
N855AA,AIRBUS,A321-231,2014.0,2014.0,IAE,V2533-A5,Fixed Wing Multi-Engine,AA
N864AA,AIRBUS,A321-231,2015.0,2015.0,IAE,V2533-A5,Fixed Wing Multi-Engine,AA
N862AA,AIRBUS,A321-231,2014.0,2014.0,IAE,V2533-A5,Fixed Wing Multi-Engine,AA
N859AA,AIRBUS,A321-231,2014.0,2014.0,IAE,V2533-A5,Fixed Wing Multi-Engine,AA
N865AA,AIRBUS,A321-231,2015.0,2015.0,IAE,V2533-A5,Fixed Wing Multi-Engine,AA
N861AA,AIRBUS,A321-231,2014.0,2014.0,IAE,V2533-A5,Fixed Wing Multi-Engine,AA
N857AA,AIRBUS,A321-231,2014.0,2014.0,IAE,V2533-A5,Fixed Wing Multi-Engine,AA
N863AA,AIRBUS,A321-231,2015.0,2015.0,IAE,V2533-A5,Fixed Wing Multi-Engine,AA
N852AA,AIRBUS,A321-231,2014.0,2014.0,IAE,V2533-A5,Fixed Wing Multi-Engine,AA
N858AA,AIRBUS,A321-231,2014.0,2014.0,IAE,V2533-A5,Fixed Wing Multi-Engine,AA
N860AA,AIRBUS,A321-231,2014.0,2014.0,IAE,V2533-A5,Fixed Wing Multi-Engine,AA
N853AA,AIRBUS,A321-231,2014.0,2014.0,IAE,V2533-A5,Fixed Wing Multi-Engine,AA
N854AA,AIRBUS,A321-231,2014.0,2014.0,IAE,V2533-A5,Fixed Wing Multi-Engine,AA
N856AA,AIRBUS,A321-231,2014.0,2014.0,IAE,V2533-A5,Fixed Wing Multi-Engine,AA
N368AA,BOEING,767-323ER,1991.0,2017.0,GE,CF6-80C2,Fixed Wing Multi-Engine,AA
N383AA,BOEING,767-323ER,1993.0,2018.0,GE,CF6-80C2,Fixed Wing Multi-Engine,AA
N5ERAA,BOEING,757-223,1999.0,1999.0,ROLLS-ROYC,RB211-535E4B,Fixed Wing Multi-Engine,AA
N5ETAA,BOEING,757-223,2001.0,2001.0,ROLLS-ROYC,RB211-535E4B,Fixed Wing Multi-Engine,AA
N851AA,AIRBUS,A321-231,2014.0,2014.0,IAE,V2533-A5,Fixed Wing Multi-Engine,AA
N5FMAA,BOEING,757-223,2002.0,2002.0,ROLLS-ROYC,RB211-535E4B,Fixed Wing Multi-Engine,AA
N5EWAA,BOEING,757-223,2001.0,2001.0,ROLLS-ROYC,RB211-535E4B,Fixed Wing Multi-Engine,AA
N5DKAA,BOEING,757-223,1993.0,1993.0,ROLLS-ROYC,RB211-535E4B,Fixed Wing Multi-Engine,AA
N3AYAA,BOEING,737-823,1999.0,1999.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,AA
N5FEAA,BOEING,757-223,2001.0,2001.0,ROLLS-ROYC,RB211-535E4B,Fixed Wing Multi-Engine,AA
N7ABAA,BOEING,777-223ER,1999.0,1999.0,ROLLS-ROYC,TRENT 892,Fixed Wing Multi-Engine,AA
N387AA,BOEING,767-323ER,1994.0,2017.0,GE,CF6-80C2,Fixed Wing Multi-Engine,AA
N346AA,BOEING,767-323ER,2003.0,2003.0,GE,CF6-80C2,Fixed Wing Multi-Engine,AA
N7AVAA,BOEING,777-223ER,2000.0,2000.0,ROLLS-ROYC,TRENT 892,Fixed Wing Multi-Engine,AA
N390AA,BOEING,767-323ER,1995.0,1995.0,GE,CF6-80C2,Fixed Wing Multi-Engine,AA
N353AA,BOEING,767-323ER,1988.0,2017.0,GE,CF6-80C2,Fixed Wing Multi-Engine,AA
N389AA,BOEING,767-323ER,1995.0,1995.0,GE,CF6-80C2,Fixed Wing Multi-Engine,AA
N377AA,BOEING,767-323ER,1992.0,2017.0,GE,CF6-80C2,Fixed Wing Multi-Engine,AA
N384AA,BOEING,767-323ER,1993.0,1993.0,GE,CF6-80C2,Fixed Wing Multi-Engine,AA
N367AA,BOEING,767-323ER,1991.0,2016.0,GE,CF6-80C2,Fixed Wing Multi-Engine,AA
N5EXAA,BOEING,757-223,2001.0,2001.0,ROLLS-ROYC,RB211-535E4B,Fixed Wing Multi-Engine,AA
N5FFAA,BOEING,757-223,2001.0,2001.0,ROLLS-ROYC,RB211-535E4B,Fixed Wing Multi-Engine,AA
N5EYAA,BOEING,757-223,2001.0,2001.0,ROLLS-ROYC,RB211-535E4B,Fixed Wing Multi-Engine,AA
N5FSAA,BOEING,757-223,2002.0,2002.0,ROLLS-ROYC,RB211-535E4B,Fixed Wing Multi-Engine,AA
N5FCAA,BOEING,757-223,2001.0,2001.0,ROLLS-ROYC,RB211-535E4B,Fixed Wing Multi-Engine,AA
N5FJAA,BOEING,757-223,2001.0,2001.0,ROLLS-ROYC,RB211-535E4B,Fixed Wing Multi-Engine,AA
N5ELAA,BOEING,757-223,1999.0,2018.0,ROLLS-ROYC,RB211-535E4B,Fixed Wing Multi-Engine,AA
N5DGAA,BOEING,757-223,1993.0,2017.0,ROLLS-ROYC,RB211-535E4B,Fixed Wing Multi-Engine,AA
N5EPAA,BOEING,757-223,1999.0,1999.0,ROLLS-ROYC,RB211-535E4B,Fixed Wing Multi-Engine,AA
N5EUAA,BOEING,757-223,2001.0,2001.0,ROLLS-ROYC,RB211-535E4B,Fixed Wing Multi-Engine,AA
N5EAAA,BOEING,757-223,1996.0,2018.0,ROLLS-ROYC,RB211-535E4B,Fixed Wing Multi-Engine,AA
N5DVAA,BOEING,757-223,1995.0,2018.0,ROLLS-ROYC,RB211-535E4B,Fixed Wing Multi-Engine,AA
N021AA,AIRBUS,A319-115,2014.0,2014.0,CFM INTL,CFM56-5B,Fixed Wing Multi-Engine,AA
N3CGAA,BOEING,737-823,2000.0,2000.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,AA
N015AA,AIRBUS,A319-115,2013.0,2013.0,CFM INTL,CFM56-5B,Fixed Wing Multi-Engine,AA
N010AA,AIRBUS,A319-115,2013.0,2013.0,CFM INTL,CFM56-5B,Fixed Wing Multi-Engine,AA
N3HHAA,BOEING,737-823,2011.0,2011.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,AA
N3DEAA,BOEING,737-823,2001.0,2007.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,AA
N3CDAA,BOEING,737-823,2000.0,2000.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,AA
N3BJAA,BOEING,737-823,2000.0,2000.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,AA
N3BHAA,BOEING,737-823,2000.0,2000.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,AA
N3KLAA,BOEING,737-823,2013.0,2013.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,AA
N3FUAA,BOEING,737-823,2010.0,2010.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,AA
N3BPAA,BOEING,737-823,2000.0,2000.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,AA
N3BRAA,BOEING,737-823,2000.0,2008.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,AA
N3HKAA,BOEING,737-823,2011.0,2011.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,AA
N3FPAA,BOEING,737-823,2010.0,2016.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,AA
N3DFAA,BOEING,737-823,2001.0,2013.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,AA
N3KVAA,BOEING,737-823,2013.0,2013.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,AA
N3JAAA,BOEING,737-823,2012.0,2012.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,AA
N3DYAA,BOEING,737-823,2009.0,2009.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,AA
N381AA,BOEING,767-323ER,1993.0,1993.0,GE,CF6-80C2,Fixed Wing Multi-Engine,AA
N393AA,BOEING,767-323ER,1998.0,1998.0,GE,CF6-80C2,Fixed Wing Multi-Engine,AA
N349AA,BOEING,767-323ER,2003.0,2003.0,GE,CF6-80C2,Fixed Wing Multi-Engine,AA
N396AA,BOEING,767-323ER,1999.0,1999.0,GE,CF6-80C2,Fixed Wing Multi-Engine,AA
N399AA,BOEING,767-323ER,1999.0,1999.0,GE,CF6-80C2,Fixed Wing Multi-Engine,AA
N350AA,BOEING,767-323ER,2003.0,2003.0,GE,CF6-80C2,Fixed Wing Multi-Engine,AA
N395AA,BOEING,767-323ER,1998.0,1998.0,GE,CF6-80C2,Fixed Wing Multi-Engine,AA
N391AA,BOEING,767-323ER,1995.0,1995.0,GE,CF6-80C2,Fixed Wing Multi-Engine,AA
N342AA,BOEING,767-323ER,2003.0,2003.0,GE,CF6-80C2,Fixed Wing Multi-Engine,AA
N369AA,BOEING,767-323ER,1992.0,2018.0,GE,CF6-80C2,Fixed Wing Multi-Engine,AA
N5FTAA,BOEING,757-223,2002.0,2002.0,ROLLS-ROYC,RB211-535E4B,Fixed Wing Multi-Engine,AA
N7BNAA,BOEING,777-223ER,2001.0,2001.0,ROLLS-ROYC,TRENT 892,Fixed Wing Multi-Engine,AA
N397AA,BOEING,767-323ER,1999.0,1999.0,GE,CF6-80C2,Fixed Wing Multi-Engine,AA
N392AA,BOEING,767-323ER,1998.0,1998.0,GE,CF6-80C2,Fixed Wing Multi-Engine,AA
N373AA,BOEING,767-323ER,1992.0,2018.0,GE,CF6-80C2,Fixed Wing Multi-Engine,AA
N385AA,BOEING,767-323ER,1994.0,1994.0,GE,CF6-80C2,Fixed Wing Multi-Engine,AA
N344AA,BOEING,767-323ER,2003.0,2003.0,GE,CF6-80C2,Fixed Wing Multi-Engine,AA
N343AA,BOEING,767-323ER,2003.0,2003.0,GE,CF6-80C2,Fixed Wing Multi-Engine,AA
N5FHAA,BOEING,757-223,2001.0,2001.0,ROLLS-ROYC,RB211-535E4B,Fixed Wing Multi-Engine,AA
N7BGAA,BOEING,777-223ER,2001.0,2001.0,ROLLS-ROYC,TRENT 892,Fixed Wing Multi-Engine,AA
N379AA,BOEING,767-323ER,1993.0,1993.0,GE,CF6-80C2,Fixed Wing Multi-Engine,AA
N5ESAA,BOEING,757-223,1999.0,1999.0,ROLLS-ROYC,RB211-535E4B,Fixed Wing Multi-Engine,AA
N5EKAA,BOEING,757-223,1998.0,2017.0,ROLLS-ROYC,RB211-535E4B,Fixed Wing Multi-Engine,AA
N352AA,BOEING,767-323ER,1988.0,2016.0,GE,CF6-80C2,Fixed Wing Multi-Engine,AA
N362AA,BOEING,767-323ER,1988.0,2017.0,GE,CF6-80C2,Fixed Wing Multi-Engine,AA
N356AA,BOEING,767-323ER,1988.0,2017.0,GE,CF6-80C2,Fixed Wing Multi-Engine,AA
N388AA,BOEING,767-323ER,1995.0,1995.0,GE,CF6-80C2,Fixed Wing Multi-Engine,AA
N398AA,BOEING,767-323ER,1999.0,1999.0,GE,CF6-80C2,Fixed Wing Multi-Engine,AA
N3CTAA,BOEING,737-823,2001.0,2001.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,AA
N3EUAA,BOEING,737-823,2009.0,2009.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,AA
N3FGAA,BOEING,737-823,2010.0,2010.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,AA
N3NCAA,BOEING,737-823,2015.0,2015.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,AA
N3FVAA,BOEING,737-823,2010.0,2010.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,AA
N3HVAA,BOEING,737-823,2012.0,2012.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,AA
N3DMAA,BOEING,737-823,2009.0,2009.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,AA
N3BFAA,BOEING,737-823,2000.0,2000.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,AA
N3GSAA,BOEING,737-823,2010.0,2010.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,AA
N3CHAA,BOEING,737-823,2001.0,2001.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,AA
N3EKAA,BOEING,737-823,2009.0,2009.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,AA
N3CRAA,BOEING,737-823,2001.0,2001.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,AA
N3AMAA,BOEING,737-823,1999.0,1999.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,AA
N3FSAA,BOEING,737-823,2010.0,2010.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,AA
N3BXAA,BOEING,737-823,2000.0,2000.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,AA
N361AA,BOEING,767-323ER,1988.0,2017.0,GE,CF6-80C2,Fixed Wing Multi-Engine,AA
N354AA,BOEING,767-323ER,1988.0,2018.0,GE,CF6-80C2,Fixed Wing Multi-Engine,AA
N3JPAA,BOEING,737-823,2012.0,2012.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,AA
N3FBAA,BOEING,737-823,2010.0,2010.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,AA
N3EVAA,BOEING,737-823,2009.0,2009.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,AA
N3FAAA,BOEING,737-823,2010.0,2010.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,AA
N3BNAA,BOEING,737-823,2000.0,2000.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,AA
N3BCAA,BOEING,737-823,2000.0,2000.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,AA
N3HPAA,BOEING,737-823,2011.0,2012.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,AA
N869AA,AIRBUS,A321-231,2015.0,2015.0,IAE,V2533-A5,Fixed Wing Multi-Engine,AA
N868AA,AIRBUS,A321-231,2015.0,2015.0,IAE,V2533-A5,Fixed Wing Multi-Engine,AA
N876AA,AIRBUS,A321-231,2015.0,2015.0,IAE,V2533-A5,Fixed Wing Multi-Engine,AA
N3GVAA,BOEING,737-823,2010.0,2010.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,AA
N3FEAA,BOEING,737-823,2010.0,2010.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,AA
N3EXAA,BOEING,737-823,2010.0,2010.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,AA
N3JTAA,BOEING,737-823,2012.0,2012.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,AA
N3HUAA,BOEING,737-823,2012.0,2012.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,AA
N3HJAA,BOEING,737-823,2011.0,2011.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,AA
N3AUAA,BOEING,737-823,1999.0,1999.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,AA
N3GTAA,BOEING,737-823,2010.0,2010.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,AA
N3GFAA,BOEING,737-823,2010.0,2010.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,AA
N3CSAA,BOEING,737-823,2001.0,2001.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,AA
N3JCAA,BOEING,737-823,2012.0,2012.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,AA
N3BEAA,BOEING,737-823,2000.0,2000.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,AA
N3GEAA,BOEING,737-823,2010.0,2010.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,AA
N3DRAA,BOEING,737-823,2009.0,2009.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,AA
N3BKAA,BOEING,737-823,2000.0,2000.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,AA
N3MXAA,BOEING,737-823,2015.0,2015.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,AA
N3JGAA,BOEING,737-823,2012.0,2014.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,AA
N3GRAA,BOEING,737-823,2010.0,2010.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,AA
N3KDAA,BOEING,737-823,2013.0,2013.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,AA
N3GGAA,BOEING,737-823,2010.0,2010.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,AA
N3DPAA,BOEING,737-823,2009.0,2009.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,AA
N3KFAA,BOEING,737-823,2013.0,2013.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,AA
N3HDAA,BOEING,737-823,2011.0,2011.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,AA
N3FLAA,BOEING,737-823,2010.0,2010.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,AA
N3DSAA,BOEING,737-823,2009.0,2009.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,AA
N3LJAA,BOEING,737-823,2014.0,2014.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,AA
